"muniYear","IM"
"011010_1999",-0.0328200613050454
"011024_1999",-0.405950457950252
"011045_1999",1.26579537703762
"011036_1999",-0.458738072715149
"011006_1999",1.00879821384082
"011034_1999",0.305372002240485
"012001_1999",-0.90679122125229
"012029_1999",-1.00397622462461
"012035_1999",-1.03006067675991
"012028_1999",1.38645182746217
"012038_1999",-1.0154476929487
"012055_1999",-0.475938655078466
"012066_1999",0.368732171954048
"012021_1999",0.277853098852464
"012012_1999",1.47970987159573
"012046_1999",0.864767843988268
"012057_1999",NA
"012011_1999",0.0423388448108883
"012058_1999",0.312470441512822
"012075_1999",0.221278940624572
"012053_1999",0.885381012082971
"012048_1999",-0.0854482253868568
"012056_1999",0.948375795184222
"012022_1999",0.842648238996686
"012052_1999",1.71769955277478
"012061_1999",NA
"012003_1999",1.16494745773717
"012034_1999",NA
"012050_1999",-0.696556099183395
"012032_1999",1.70611405622507
"012076_1999",2.76467016901008
"012051_1999",1.40367976403504
"012059_1999",0.415064374898823
"012041_1999",2.04849899537615
"012007_1999",NA
"012013_1999",0.812370199561972
"012043_1999",3.30526894426856
"012027_1999",0.620164970115248
"012054_1999",1.78365885091343
"012071_1999",2.45275993683851
"012068_1999",0.399459545408105
"012023_1999",0.717250751010283
"012010_1999",2.50252807953752
"012002_1999",1.66034582161743
"012040_1999",0.691753526253063
"012045_1999",1.55945024442825
"012039_1999",NA
"012073_1999",1.18063108995434
"012072_1999",2.21828961774218
"012062_1999",2.38741670086467
"012074_1999",1.78859714253481
"012067_1999",0.258132493154036
"012030_1999",0.513732155152486
"012020_1999",2.15213957522541
"012004_1999",1.91992095330978
"012078_1999",NA
"012042_1999",1.43042677373305
"012079_1999",NA
"012017_1999",NA
"012025_1999",1.14242624931789
"012014_1999",-0.452512740675748
"012064_1999",0.464016584169153
"012016_1999",1.88842470720615
"012033_1999",0.12049436666793
"012019_1999",1.85409436425114
"012006_1999",0.0462635908066667
"012060_1999",0.726600637057258
"012018_1999",0.450046562780616
"012077_1999",NA
"012015_1999",-0.650877210699696
"012049_1999",NA
"012044_1999",0.457539153066394
"012069_1999",2.04788510677415
"012036_1999",1.23379896389768
"012081_1999",NA
"012026_1999",0.960949228619754
"012063_1999",2.1300739838901
"012031_1999",1.14784327074974
"012008_1999",0.823292743757832
"012070_1999",0.853896738312838
"012047_1999",1.87295778360681
"012024_1999",0.93916276800178
"012009_1999",1.80941251646617
"012037_1999",0.44180785631269
"012080_1999",NA
"012065_1999",0.950517193557639
"012005_1999",0.240404241867923
"013048_1999",-1.82203430172564
"013077_1999",-1.18396001807799
"013051_1999",-1.66360784934893
"013028_1999",0.498183139538239
"013069_1999",-1.41579796235806
"013076_1999",-1.40253846387531
"013030_1999",-0.550776501681627
"013063_1999",-1.01161206836456
"013016_1999",-0.20084370458027
"013003_1999",-0.912429433891375
"013061_1999",-1.62280074712004
"013067_1999",-0.719232122078363
"013041_1999",-1.02659321150464
"013029_1999",-0.51098446566744
"013083_1999",-0.715380135966685
"013008_1999",-1.02959968895794
"013002_1999",0.838114047955262
"013084_1999",-0.170237078188058
"013073_1999",0.938003733701101
"013046_1999",1.01473465284717
"013013_1999",-1.15570050647168
"013059_1999",0.180379858295087
"013056_1999",-0.90622901313667
"013052_1999",-0.545832576798467
"013023_1999",-0.859231503064657
"013054_1999",-0.452352958374945
"013081_1999",-0.606457837776688
"013062_1999",1.51207578757763
"013010_1999",-1.31785414798761
"013074_1999",-1.07300984649822
"013012_1999",-0.117066851400568
"013027_1999",1.57106462741375
"013025_1999",0.757257180330589
"013080_1999",1.64914602714427
"013018_1999",0.64559967807781
"013050_1999",-1.1714546982819
"013037_1999",0.390486038278698
"013001_1999",0.272302235559046
"013006_1999",NA
"013011_1999",1.04840029553801
"013078_1999",1.48285378233059
"013070_1999",-0.991182939877549
"013053_1999",1.78883926854449
"013009_1999",-0.294806630940586
"013060_1999",0.792246464830666
"013082_1999",-1.11188504101013
"013015_1999",0.207200601946277
"013005_1999",-0.756689251815858
"013049_1999",1.15688476058741
"013019_1999",NA
"013024_1999",0.164595657333145
"013014_1999",0.600573836162818
"013055_1999",-0.137417260643262
"013058_1999",-0.250369370675539
"013044_1999",-0.0954918407785915
"013075_1999",-0.885615475810203
"013057_1999",0.0866434691821433
"013068_1999",1.17242516897838
"013021_1999",-1.2959251876285
"013022_1999",-0.538966227291696
"013039_1999",-1.03067894848531
"013026_1999",1.31973064075641
"013017_1999",NA
"013031_1999",0.0742512899126973
"013066_1999",-0.959997912313917
"013007_1999",-0.196351144801152
"013032_1999",0.574208426658929
"013035_1999",0.0421549580824713
"013040_1999",1.12892530906282
"013065_1999",-1.13968972157003
"013042_1999",0.108349274370901
"013071_1999",0.754044717890964
"013064_1999",-0.557604458893729
"013072_1999",-1.5268210372779
"013034_1999",0.517383219331967
"013045_1999",-0.209569036405462
"013036_1999",-0.140318856764888
"013004_1999",0.592248801958941
"013038_1999",0.403775981301708
"013079_1999",0.234678064817211
"013043_1999",0.620473680211053
"013047_1999",0.925756776300263
"013020_1999",NA
"013033_1999",0.24535187988677
"014039_1999",-2.012121514768
"014120_1999",-1.93991571003192
"014098_1999",-1.45720029592208
"014097_1999",-1.15649074597101
"014101_1999",-1.3377702548238
"014067_1999",-1.76935403344912
"014070_1999",-1.18405698483795
"014053_1999",-0.893475362298778
"014093_1999",-1.33352018586652
"014023_1999",-1.61957596198603
"014063_1999",-1.5185995641247
"014083_1999",-1.27725879184275
"014008_1999",-0.850886694034706
"014073_1999",-1.0691432743204
"014124_1999",-0.878081056556067
"014018_1999",-1.13035753723711
"014006_1999",-1.29175412711927
"014015_1999",-1.37655480506239
"014013_1999",-0.909863460389019
"014035_1999",-0.746502970634299
"014044_1999",-1.28756267459687
"014066_1999",-0.770877763379341
"014030_1999",-1.54718982869906
"014050_1999",-1.0586274143215
"014085_1999",-0.986378340065357
"014094_1999",-0.981999192674399
"014022_1999",-1.15365594050658
"014091_1999",-0.708464819888625
"014016_1999",-0.627405661338218
"014082_1999",-1.28139349231911
"014100_1999",-0.216451369030069
"014108_1999",-1.17574353204617
"014046_1999",-1.08987351058062
"014078_1999",-1.01833137797536
"014064_1999",-0.26210208141814
"014121_1999",-1.26095763816066
"014119_1999",-0.961481244112338
"014077_1999",-1.1428815046166
"014024_1999",-1.03907903288983
"014047_1999",-1.20734005606733
"014043_1999",-0.763537606776383
"014037_1999",-1.23844843270165
"014118_1999",-0.873927336968175
"014003_1999",-1.36158096287535
"014002_1999",-1.49985746550207
"014105_1999",-0.826397384213174
"014055_1999",-1.18665172502068
"014021_1999",-1.09823498082217
"014001_1999",-0.711113708563219
"014033_1999",-0.714696591463204
"014096_1999",-0.880192371256199
"014048_1999",-0.335523970074935
"014116_1999",-1.04227539231769
"014009_1999",-1.30528267521956
"014036_1999",-1.29046168645366
"014045_1999",-0.424262876756031
"014086_1999",-0.183099337981337
"014061_1999",1.79426342568976
"014125_1999",NA
"014027_1999",0.564371585289503
"014025_1999",-1.11010186148366
"014087_1999",-0.633429398746465
"014029_1999",0.0436140778869077
"014051_1999",-1.40820892996219
"014109_1999",-0.369303932315326
"014123_1999",-0.428802854930504
"014114_1999",-1.15048073161395
"014088_1999",-0.996117778661425
"014065_1999",-0.617542366059999
"014113_1999",-0.458618927337452
"014074_1999",-1.15819438764628
"014005_1999",-1.07009436574663
"014084_1999",-0.454593657019089
"014110_1999",-1.19012718175109
"014058_1999",-1.09645540009649
"014079_1999",-0.66988835942146
"014059_1999",-0.932547948189385
"014017_1999",-0.723549128625812
"014092_1999",-0.538492029176635
"014069_1999",NA
"014068_1999",NA
"014049_1999",0.552625387800973
"014099_1999",NA
"014020_1999",0.176999404043179
"014040_1999",-0.255933960430074
"014042_1999",NA
"014095_1999",-1.03297306465156
"014007_1999",-1.07101628481166
"014014_1999",-0.538044670875071
"014103_1999",-0.915828134530015
"014072_1999",-0.555627690978204
"014019_1999",0.715161262206267
"014060_1999",-0.479834504167982
"014041_1999",-0.798245096169207
"014090_1999",-0.832301226676455
"014080_1999",NA
"014122_1999",0.199640486364731
"014111_1999",-0.878885792915851
"014102_1999",-0.741032961120975
"014010_1999",NA
"014104_1999",-0.466503509273007
"014054_1999",-0.947331282467201
"014115_1999",NA
"014107_1999",-0.90011157009409
"014052_1999",-0.726427492286636
"014032_1999",-0.0735840898888103
"014026_1999",-0.696399779857484
"014112_1999",-0.903558393926694
"014004_1999",-0.603948612125272
"014011_1999",-0.100903459279477
"014038_1999",-0.241087643995391
"014117_1999",-0.494951201036956
"014081_1999",-0.330590094618088
"014071_1999",0.0986679812716986
"014012_1999",-0.843505633249733
"014106_1999",NA
"014076_1999",-0.138979759613014
"014062_1999",-0.410151730702096
"014031_1999",0.784014194368887
"014057_1999",-0.90632781502036
"014075_1999",-0.81709062558605
"014089_1999",-0.761552071740117
"014028_1999",-0.399476398669862
"014056_1999",0.721817493967764
"014034_1999",-0.787864268171224
"015033_1999",-1.5461416488078
"015058_1999",-1.70360429028739
"015106_1999",-1.57407846912479
"015057_1999",-1.70994016404558
"015104_1999",-1.79494998361374
"015031_1999",-1.04372333486037
"015121_1999",-2.02322482534631
"015109_1999",-1.73878534148416
"015013_1999",-1.78936444713865
"015039_1999",-1.43872797260634
"015081_1999",-1.58946534272594
"015060_1999",-1.3416311996489
"015122_1999",-1.07409164226841
"015025_1999",-1.0802498551762
"015070_1999",-1.36639432349805
"015020_1999",-2.15615683683584
"015037_1999",-1.65797798452292
"015099_1999",-1.53261433552401
"015054_1999",-2.04777698850838
"015029_1999",-1.35689851447829
"015120_1999",-1.30696736803421
"015118_1999",-0.833062048582735
"015074_1999",0.909768728422723
"015005_1999",0.064399406567239
"015042_1999",-0.0893648755506861
"015002_1999",-1.37619524112465
"015108_1999",-1.58987457556232
"015024_1999",-1.77170111342307
"015051_1999",-1.25167967597594
"015035_1999",-1.33237648471054
"015114_1999",1.01533414892463
"015087_1999",NA
"015014_1999",-0.666996992471008
"015088_1999",-0.730144722995502
"015082_1999",0.0497473673931479
"015095_1999",-1.47954100594186
"015124_1999",NA
"015045_1999",-0.270191969471943
"015090_1999",-0.713598992724173
"015067_1999",-0.5497773154247
"015101_1999",-0.963627926996696
"015076_1999",-1.3280731385731
"015047_1999",NA
"015091_1999",-1.35063836518176
"015113_1999",-0.135775175004972
"015062_1999",-1.30702025282334
"015001_1999",0.293739146017182
"015110_1999",-0.767246835300174
"015048_1999",-0.616772733979065
"015085_1999",NA
"015011_1999",-1.18565498053499
"015053_1999",-1.41302434384127
"015092_1999",-1.27056931311992
"015018_1999",-1.01255393455076
"015111_1999",0.65239523107143
"015115_1999",-1.01963093533182
"015009_1999",-1.15185994054272
"015003_1999",0.304882596497219
"015103_1999",-1.51195796858907
"015112_1999",0.124070709511116
"015036_1999",-0.639645302589032
"015023_1999",-1.1778236008202
"015100_1999",-1.35047702912767
"015021_1999",0.162672684206668
"015059_1999",-1.08593191595534
"015084_1999",-0.710482587702103
"015064_1999",-0.146028339375384
"015096_1999",-1.2008896433916
"015105_1999",0.532136641848523
"015040_1999",-0.543399411980413
"015019_1999",-1.318069250949
"015065_1999",-0.676631013379054
"015063_1999",NA
"015032_1999",0.945978904728493
"015086_1999",0.395660850412656
"015044_1999",-1.78349985975461
"015015_1999",-0.454067250144447
"015093_1999",-0.903310580644311
"015008_1999",0.465876243402214
"015056_1999",0.553114035279012
"015043_1999",-0.777588123703111
"015010_1999",-1.10649968169314
"015028_1999",-1.11599280572051
"015068_1999",-0.887352014469514
"015026_1999",0.15786931579651
"015123_1999",NA
"015016_1999",-0.609639610690381
"015080_1999",0.969836011899888
"015052_1999",NA
"015073_1999",-1.15943676988415
"015075_1999",-1.07329580422284
"015030_1999",-1.41944221230135
"015050_1999",-0.733719805946996
"015007_1999",0.577607333822191
"015094_1999",-0.780800020045859
"015097_1999",0.262314095234515
"015046_1999",-0.706896391333265
"015119_1999",0.616455492018078
"015117_1999",0.574421307138168
"015102_1999",-0.217218737567146
"015004_1999",NA
"015022_1999",-1.25887420667537
"015049_1999",-0.440913954604238
"015071_1999",-0.710392760125458
"015079_1999",-0.350656050875093
"015072_1999",-1.22429058407898
"015083_1999",-1.10347013929988
"015055_1999",-1.27181229546269
"015089_1999",-0.862102393335669
"015107_1999",-0.846781604582206
"015012_1999",-1.02211907216329
"015027_1999",-1.30311510641873
"015038_1999",-0.517864124698782
"015006_1999",-1.18455659678375
"015125_1999",NA
"015017_1999",-0.803553363884924
"015078_1999",-0.101503227162359
"015034_1999",-0.203960884933545
"015061_1999",-0.663610772645932
"015041_1999",0.502462622196417
"015077_1999",NA
"015098_1999",-1.0050217269219
"015066_1999",0.331237461491143
"015069_1999",-1.20925578843825
"015116_1999",-0.175823121715206
"016053_1999",-1.66628929489668
"016102_1999",-1.16577538737436
"016108_1999",-1.28595061076601
"016052_1999",-1.37922117703288
"016112_1999",-0.548653191288282
"016006_1999",-0.776318250368797
"016034_1999",-0.501377973722044
"016088_1999",-0.509463132865231
"016069_1999",-1.39817491790673
"016066_1999",-0.798931463938666
"016050_1999",-0.116821302863577
"016082_1999",-0.276939747432477
"016076_1999",-1.21319605071954
"016107_1999",-1.27104651836662
"016071_1999",-0.545062097692631
"016043_1999",-1.1017585376178
"016075_1999",-0.808143488006219
"016079_1999",-0.162012874588148
"016110_1999",-0.490714453868997
"016012_1999",-0.333541486005236
"016038_1999",NA
"016055_1999",-0.498619468043512
"016025_1999",NA
"016065_1999",-0.327748279635917
"016045_1999",-1.19154575597298
"016009_1999",-0.193538968328764
"016097_1999",0.863763873254238
"016035_1999",0.435594664904031
"016017_1999",NA
"016085_1999",-0.614088953995553
"016106_1999",-1.00189106953573
"016083_1999",0.0945628792290132
"016020_1999",-0.614265396967724
"016084_1999",-0.180709849814421
"016113_1999",-0.6065650328466
"016056_1999",0.35948444015294
"016073_1999",-0.419539068500065
"016068_1999",-0.913287626789583
"016093_1999",NA
"016016_1999",-0.294795681464229
"016098_1999",-0.319248944075565
"016064_1999",0.0343450519911449
"016089_1999",-0.606050946567554
"016008_1999",1.35921607466764
"016103_1999",-0.875051515256879
"016061_1999",NA
"016067_1999",-0.298539591556602
"016010_1999",0.283688637687039
"016033_1999",-0.336481847424754
"016019_1999",-0.7289539222422
"016104_1999",-0.341535570241159
"016022_1999",-0.271487538909176
"016015_1999",NA
"016003_1999",-0.57100282237665
"016047_1999",-0.073379367619461
"016063_1999",-0.280180033492575
"016002_1999",NA
"016105_1999",-0.932730805926266
"016062_1999",-0.580201041003922
"016058_1999",-0.718432359302796
"016077_1999",0.240391322013099
"016080_1999",0.247804727780401
"016024_1999",NA
"016099_1999",0.869686667527271
"016049_1999",0.664540953632418
"016044_1999",-0.546203685336469
"016111_1999",-0.157589930634441
"016040_1999",-0.342963358192924
"016092_1999",1.09938549040471
"016031_1999",0.437078990448047
"016030_1999",-0.665574579054567
"016004_1999",-0.363884022787568
"016070_1999",-1.2802921133719
"016042_1999",-0.515179609005432
"016029_1999",1.00066015028508
"016086_1999",-0.865919393666771
"016032_1999",-0.188708696357725
"016041_1999",-0.0705037033146183
"016078_1999",-0.537976422279221
"016090_1999",-0.386110577742194
"016087_1999",-0.594979337258935
"016091_1999",-0.710833282993716
"016100_1999",-0.140485946923441
"016014_1999",-0.527691977709678
"016046_1999",-0.144461304594702
"016072_1999",-0.609741958236289
"016051_1999",-1.36639096426304
"016036_1999",-0.79312369102439
"016037_1999",-0.179114626391479
"016023_1999",-0.85119190707655
"016054_1999",-0.147469060587985
"016021_1999",0.496063706842872
"016095_1999",-0.932956598213011
"016094_1999",-0.474195110820176
"016101_1999",1.36206987240268
"016001_1999",-0.20957132192296
"016011_1999",-0.720806412598857
"016005_1999",-0.359841015984724
"016074_1999",-0.640023082784661
"016013_1999",1.03507052066816
"016028_1999",-0.819491410816718
"016060_1999",-0.599858481514221
"016096_1999",0.894102852644899
"016018_1999",-0.0916659774379404
"016081_1999",1.16536339646837
"016039_1999",-0.251966693294857
"016059_1999",0.329652285071926
"016057_1999",1.23724838785252
"016027_1999",0.0177677739282668
"016026_1999",0.779377356439808
"016048_1999",-0.310889028561752
"016109_1999",-0.768862162921473
"016007_1999",-0.0116407570326743
"017007_1999",-1.84294641763258
"017011_1999",-1.62927155779186
"017006_1999",-1.34769898780697
"017018_1999",-1.14674191770093
"017029_1999",-1.16261783543466
"017008_1999",-1.1093267497649
"017004_1999",-0.587218092094588
"017028_1999",-0.784150012356679
"017017_1999",-0.750196173251408
"017012_1999",-1.18100255136038
"017030_1999",-0.594649200465259
"017024_1999",-0.799686292439607
"017020_1999",-1.06646350432014
"017031_1999",-1.52879916361701
"017003_1999",-0.297647233328103
"017025_1999",-0.649301712284498
"017019_1999",-0.177250499571563
"017015_1999",-0.300414545669737
"017002_1999",-0.79434123998677
"017022_1999",NA
"017009_1999",-0.927922150424367
"017016_1999",-0.0448297576818514
"017001_1999",-0.612805101020971
"017026_1999",-0.52692416068988
"017010_1999",-0.273196039385199
"017033_1999",0.149859577332337
"017013_1999",-0.546471744802787
"017027_1999",-0.175645722015727
"017014_1999",-0.598165205193624
"017005_1999",-0.310737075495946
"017032_1999",NA
"017021_1999",-0.565563536269716
"017023_1999",0.192600223704819
"018017_1999",-1.69331470963567
"018020_1999",-1.26245647265933
"018015_1999",-0.608150694596348
"018004_1999",-0.977678614657815
"018008_1999",-1.30262384223052
"018016_1999",-0.85585189374468
"018012_1999",-0.732531944756493
"018009_1999",2.377524700819
"018001_1999",-0.786621424078096
"018010_1999",-0.232513011241781
"018018_1999",-1.0067430126877
"018006_1999",-1.34023161035693
"018011_1999",-0.429544465892968
"018014_1999",-0.446070557913263
"018007_1999",-0.449411696744961
"018002_1999",-1.00245897083688
"018019_1999",0.914925222583861
"018003_1999",-0.708172631889812
"018005_1999",1.00223955595387
"018013_1999",-0.753028300833695
"019039_1999",-1.98824317668432
"019026_1999",-1.9628383877336
"019006_1999",-1.80090440975976
"019046_1999",-2.23981255362534
"019021_1999",-1.6146805023577
"019031_1999",-1.26761138226329
"019048_1999",-1.77608988838493
"019018_1999",-1.00234377135557
"019019_1999",-2.32651770135131
"019009_1999",-1.64115756494757
"019041_1999",-1.2086809423661
"019033_1999",-1.0854617702869
"019025_1999",-1.34242816118688
"019038_1999",-1.23912194724078
"019045_1999",-0.989515743376634
"019012_1999",-1.57269370989221
"019049_1999",-1.65775735364577
"019017_1999",NA
"019010_1999",-1.5177161288607
"019014_1999",0.138178298540348
"019044_1999",-1.71103866676903
"019004_1999",-1.54070050269553
"019005_1999",-1.19960066734266
"019022_1999",-0.837451652106246
"019047_1999",-1.65546626926899
"019007_1999",0.204081968859743
"019013_1999",-1.10520731230279
"019011_1999",-1.48819994625823
"019036_1999",0.537174531458481
"019029_1999",-1.04627663027188
"019020_1999",-1.12237046244284
"019042_1999",-0.894958789475724
"019024_1999",0.615700976399601
"019034_1999",-1.29170122865468
"019037_1999",-0.577756657015907
"019032_1999",-1.03038848228944
"019002_1999",-1.22981085527588
"019051_1999",-1.17510736056199
"019003_1999",-1.19000947680695
"019008_1999",-1.00868120791094
"019030_1999",-0.0224231569130793
"019027_1999",-1.20251298071682
"019016_1999",-0.799754014085832
"019043_1999",0.372963876385706
"019015_1999",-0.887405223565167
"019001_1999",-1.22015605277834
"019050_1999",-0.780796969015927
"019023_1999",-1.23932689385842
"019035_1999",-1.50256547575287
"019028_1999",-1.0265774539308
"019040_1999",-1.20087804798473
"020067_1999",-1.59859067510985
"020184_1999",-0.648443028781416
"020043_1999",-0.661504561475776
"020385_1999",-0.961492978353818
"020079_1999",-1.4041405100446
"020039_1999",-1.01523810141766
"020515_1999",-0.515348992629272
"020482_1999",0.230760747707615
"020390_1999",-1.48573401245966
"020318_1999",-0.33988078372741
"020324_1999",0.454381495766346
"020334_1999",0.628224422084058
"020002_1999",0.297604597234161
"020413_1999",-0.40489663952685
"020565_1999",-0.316439683976329
"020044_1999",-0.322978998351042
"020059_1999",0.259268828711752
"020057_1999",-0.266808219656366
"020397_1999",NA
"020278_1999",0.923337569117972
"020469_1999",0.768210030513423
"020399_1999",NA
"020073_1999",NA
"020041_1999",1.26042466599071
"020198_1999",1.16909615917728
"020014_1999",-1.2245681520319
"020134_1999",1.5982850970839
"020439_1999",1.42454662453498
"020085_1999",1.98600536342671
"020401_1999",0.312851215085566
"020190_1999",0.735883252114067
"020107_1999",-0.761748609426476
"020559_1999",0.394057534791179
"020551_1999",-0.660346264719948
"020068_1999",NA
"020023_1999",-0.565868382002426
"020232_1999",1.41357411711661
"020406_1999",1.91722346061185
"020028_1999",0.480760926136692
"020171_1999",2.2307777483477
"020570_1999",-0.207441620932942
"020467_1999",0.528848223432589
"020207_1999",1.39322131898327
"020006_1999",-0.419293672730617
"020386_1999",2.50522589840327
"020124_1999",0.673560025001667
"020350_1999",-1.74719305101258
"020526_1999",1.3644799787412
"020205_1999",1.50307656195477
"020427_1999",0.120393959502427
"020447_1999",0.742125256530755
"020293_1999",-1.10011635440551
"020364_1999",0.878019653028164
"020021_1999",-0.124947282528641
"020227_1999",-0.857440733207279
"020157_1999",-1.0780742713109
"020005_1999",-0.500942401366037
"020557_1999",-0.998254852678813
"020327_1999",NA
"020248_1999",1.52443033027776
"020010_1999",-0.865065300907479
"020468_1999",1.55808902036121
"020058_1999",1.57357525533058
"020418_1999",-0.338096331906366
"020466_1999",2.46373758244293
"020150_1999",-0.678053711315123
"020375_1999",-1.71316157872633
"020450_1999",3.03687859716637
"020277_1999",1.46108623853737
"020298_1999",NA
"020242_1999",2.45559090753122
"020312_1999",1.61249486332297
"020549_1999",0.547006334362202
"020525_1999",0.0670606795903235
"020125_1999",0.879698280734188
"020166_1999",0.506956911453298
"020136_1999",0.929264793697752
"020309_1999",1.75830881133141
"020377_1999",1.32101850645018
"020025_1999",-0.263049484001569
"020414_1999",0.825911501145627
"020208_1999",1.15124257082613
"020537_1999",0.211352540405777
"020325_1999",1.44416787900963
"020509_1999",2.13358177699132
"020338_1999",-1.02500975884102
"020131_1999",1.17434607790878
"020012_1999",1.62568804021192
"020483_1999",NA
"020553_1999",-0.422096860688817
"020188_1999",1.15160116775151
"020307_1999",0.568823462353742
"020177_1999",NA
"020016_1999",2.961951450711
"020545_1999",-0.675207599082231
"020417_1999",0.718198715450509
"020475_1999",0.895393448230248
"020437_1999",1.40476377218345
"020083_1999",-0.612271393870525
"020143_1999",-0.0381294698022628
"020295_1999",-0.417430434604107
"020513_1999",0.545263099494365
"020115_1999",-0.613881532048355
"020407_1999",1.70639981255856
"020026_1999",0.531635121146164
"020409_1999",-1.74676496328134
"020348_1999",0.667361148236701
"020185_1999",0.25423344593448
"020441_1999",NA
"020426_1999",2.08748336648939
"020266_1999",1.20717592494652
"020030_1999",-1.46019292198435
"020310_1999",0.23233944649982
"020064_1999",0.354181853626151
"020500_1999",0.781872769046807
"020229_1999",2.00558060883325
"020045_1999",-0.774067097572214
"020042_1999",0.0745117727217811
"020275_1999",1.15415622422784
"020505_1999",-0.584165321869472
"020135_1999",0.453795698965155
"020540_1999",-0.570395457241742
"020141_1999",0.453741795724979
"020234_1999",1.50179456287057
"020261_1999",0.959599666249391
"020031_1999",1.36566102609226
"020520_1999",0.264711792644093
"020105_1999",0.595902157317573
"020392_1999",2.01313183771696
"020009_1999",0.581
"020294_1999",-0.550228307696297
"020498_1999",1.20493936109127
"020070_1999",1.09769070506176
"020178_1999",-0.43556229693576
"020446_1999",0.385485808041149
"020072_1999",1.07376992439556
"020265_1999",0.967694841643818
"020210_1999",1.03886011825408
"020052_1999",NA
"020272_1999",1.66958980431339
"020300_1999",0.910557062120144
"020560_1999",0.448048143208729
"020040_1999",2.22976525144419
"020470_1999",0.777474481208519
"020090_1999",0.728296203383029
"020225_1999",1.57634426668006
"020103_1999",NA
"020398_1999",NA
"020543_1999",1.5142778515617
"020015_1999",1.71037709729676
"020546_1999",0.133892667017058
"020036_1999",0.376599989870975
"020066_1999",NA
"020554_1999",0.895387202707221
"020337_1999",1.72356953191805
"020539_1999",-0.773212323585041
"020502_1999",1.60705556559835
"020550_1999",0.0950102386595944
"020159_1999",1.02172394415199
"020460_1999",1.40503393811261
"020091_1999",-1.1829991476031
"020517_1999",2.21065014912735
"020130_1999",0.789395449361055
"020126_1999",1.33439706849652
"020326_1999",1.25615317361618
"020516_1999",1.07987352313303
"020253_1999",1.45408749662562
"020489_1999",1.17452838057492
"020415_1999",0.52782293415911
"020494_1999",2.11428899640928
"020434_1999",1.12152611464208
"020153_1999",0.958026640768567
"020452_1999",0.971235335482353
"020384_1999",1.14593782132499
"020306_1999",1.59169486641784
"020108_1999",0.956466236119437
"020459_1999",-0.27062660166372
"020202_1999",1.07830309693739
"020071_1999",1.19766622799481
"020082_1999",0.927980727752759
"020366_1999",1.51852886071325
"020051_1999",1.43817286423974
"020462_1999",-0.275156014571832
"020421_1999",-0.279136704865117
"020024_1999",1.4152066743729
"020367_1999",1.63988231129564
"020302_1999",1.9739194184915
"020169_1999",1.99644394268094
"020484_1999",0.414132022532767
"020098_1999",1.06049015691126
"020116_1999",2.05121419813025
"020102_1999",-0.676986128610119
"020491_1999",0.774274411158805
"020037_1999",1.23799014682136
"020111_1999",1.70357529165205
"020017_1999",0.941197603773987
"020532_1999",1.08205795488011
"020497_1999",1.70670863290132
"020269_1999",0.192066057188039
"020087_1999",NA
"020095_1999",2.03637912375367
"020213_1999",1.42470176765453
"020330_1999",0.911029387657002
"020449_1999",0.604294254290136
"020492_1999",1.16792015675992
"020029_1999",2.10651446586319
"020291_1999",0.878699515936567
"020305_1999",-0.90208687581487
"020534_1999",1.16339558695518
"020046_1999",0.476260782402644
"020424_1999",1.36033341006438
"020345_1999",0.626562103658793
"020339_1999",-0.303909138391422
"020084_1999",-1.05043142492653
"020007_1999",1.33304626346053
"020133_1999",1.65966068036939
"020020_1999",1.06154414513148
"020387_1999",0.159120817165407
"020200_1999",1.26570172112138
"020174_1999",-0.755774282426732
"020453_1999",NA
"020063_1999",-0.89619856919122
"020393_1999",1.36290239374392
"020145_1999",NA
"020170_1999",1.63013977745597
"020352_1999",2.24415073875771
"020235_1999",1.35484379967582
"020254_1999",1.11256048395711
"020244_1999",0.426069326316578
"020050_1999",1.52455444653217
"020360_1999",1.04656328383419
"020077_1999",-0.198244247244982
"020055_1999",-0.0646947463625253
"020347_1999",1.13443631063485
"020285_1999",0.999230734263902
"020410_1999",0.133048060341947
"020164_1999",0.433478755201603
"020530_1999",0.957276842971903
"020378_1999",0.607459641045974
"020249_1999",0.740447132049058
"020511_1999",1.70292638952326
"020076_1999",0.274684188253449
"020176_1999",0.639572458165819
"020286_1999",0.734128297890643
"020161_1999",0.501430727270997
"020495_1999",1.60033562145568
"020435_1999",1.8442703895154
"020013_1999",-0.118709627018449
"020217_1999",1.74754542396692
"020273_1999",1.59691125377452
"020263_1999",2.05872381395332
"020156_1999",0.00289968466776734
"020485_1999",1.57330012358806
"020507_1999",1.26113265902154
"020474_1999",0.472982941966181
"020284_1999",1.46388516819047
"020567_1999",0.961712272887663
"020137_1999",1.45434294444412
"020396_1999",2.15835818346922
"020457_1999",1.42831782919617
"020535_1999",1.28197970753688
"020019_1999",0.641634714064328
"020203_1999",1.70977661448867
"020391_1999",2.77989696425826
"020342_1999",-0.278843228176945
"020472_1999",-0.405986790528901
"020112_1999",0.352111628349081
"020412_1999",1.25440287750447
"020088_1999",1.08252199855259
"020566_1999",1.64608109648328
"020271_1999",1.87881546133241
"020197_1999",0.78084917647201
"020454_1999",1.54221579615597
"020211_1999",1.18046908385236
"020308_1999",0.423114258544498
"020231_1999",1.67873809191452
"020395_1999",1.96925401550191
"020490_1999",1.50536124012959
"020333_1999",-0.023230370739754
"020481_1999",0.443798970302802
"020358_1999",0.342420699108052
