"muniYear","IM"
"016106_1993",-1.05390869455483
"016083_1993",0.0506293025026554
"016020_1993",-0.698578790286213
"016084_1993",-0.244515251964769
"016113_1993",-0.603533697226986
"016056_1993",NA
"016073_1993",-0.52355523780829
"016068_1993",-1.05953750172267
"016093_1993",NA
"016016_1993",-0.314876464819386
"016098_1993",-0.359609864369345
"016064_1993",0.0866687628205339
"016089_1993",-0.936375730324263
"016008_1993",1.09737206050604
"016103_1993",-1.14198234895262
"016061_1993",-0.186744042376516
"016067_1993",-0.414424580212081
"016010_1993",NA
"016033_1993",-0.383952582967359
"016019_1993",-0.941614997799932
"016104_1993",-0.485615067735641
"016022_1993",-0.153828551416982
"016015_1993",-0.275333680067503
"016003_1993",-0.599988880543935
"016047_1993",-0.0902283907042314
"016063_1993",-0.307069849597545
"016002_1993",-0.530304749489804
"016105_1993",-1.12275106633235
"016062_1993",-0.699875802532797
"016058_1993",-0.721827889451631
"016077_1993",0.151062535040707
"016080_1993",0.337528308195145
"016024_1993",NA
"016099_1993",0.643848669532773
"016049_1993",0.635651136783649
"016044_1993",-0.713399831822833
"016111_1993",-0.155435894131982
"016040_1993",-0.364867223215005
"016092_1993",0.974516465007527
"016031_1993",0.474130651366581
"016030_1993",-0.770100465798971
"016004_1993",-0.650198450375239
"016070_1993",-1.42525722782996
"016042_1993",-0.764598269713153
"016029_1993",0.578252484860124
"016086_1993",-0.87884198109107
"016032_1993",-0.398014093739641
"016041_1993",-0.269643674169893
"016078_1993",-0.604765733940723
"016090_1993",-0.480939053136289
"016087_1993",-0.642198319325452
"016091_1993",-0.801127238922108
"016100_1993",-0.250914321455576
"016014_1993",-0.859826619145672
"016046_1993",-0.203872983318752
"016072_1993",-0.664788195205368
"016051_1993",-1.46774196424516
"016036_1993",-0.972598026989773
"016037_1993",-0.237181677127078
"016023_1993",-1.01357048160283
"016054_1993",-0.148004845771135
"016021_1993",0.134878145801568
"016095_1993",-1.1458847025287
"016094_1993",-0.888075092114242
"016101_1993",0.870481812419977
"016001_1993",-0.139083108541643
"016011_1993",-0.960381928869497
"016005_1993",-0.538052140917178
"016074_1993",-0.880541076808478
"016013_1993",1.04006565841286
"016028_1993",-0.913446648232886
"016060_1993",-0.827940914421202
"016096_1993",0.405044482626742
"016018_1993",-0.249251612944013
"016081_1993",1.18142140128948
"016039_1993",-0.340086495360161
"016059_1993",0.261817360996414
"016057_1993",1.1081353290779
"016027_1993",0.112011490249401
"016026_1993",0.760356016531046
"016048_1993",-0.378515315256881
"016109_1993",-0.906741796833984
"016007_1993",-0.204882613668067
"017007_1993",-1.89999187184687
"017011_1993",-1.59308241546274
"017006_1993",-1.40148741151947
"017018_1993",-1.22858186121853
"017029_1993",-1.17789440830206
"017008_1993",-1.03106792458333
"017004_1993",-0.627661434958717
"017028_1993",-0.701149137103049
"017017_1993",-0.772687996721886
"017012_1993",-1.30291736530767
"017030_1993",-0.534465339508658
"017024_1993",-0.843550750817523
"017020_1993",-1.18565610731028
"017031_1993",-1.60011208663285
"017003_1993",-0.297859343887895
"017025_1993",-0.64958614472359
"017019_1993",-0.115513246885055
"017015_1993",-0.282901757997163
"017002_1993",-0.684876397305213
"017022_1993",NA
"017009_1993",-0.874781872736695
"017016_1993",-0.0380998445620301
"017001_1993",-0.576607108938109
"017026_1993",-0.523779728579271
"017010_1993",-0.355652476143547
"017033_1993",0.0526993275759474
"017013_1993",-0.627153952169189
"017027_1993",-0.133777505578321
"017014_1993",-0.758697251741565
"017005_1993",-0.363378620493121
"017032_1993",NA
"017021_1993",-0.763126749527981
"017023_1993",NA
"018017_1993",-1.7137065605604
"018020_1993",-1.27969708601927
"018015_1993",-0.775200640049215
"018004_1993",-1.17731400002917
"018008_1993",-1.34158916521178
"018016_1993",-1.19178295881138
"018012_1993",-0.981389267336943
"018009_1993",1.93079407824294
"018001_1993",-0.79771409397676
"018010_1993",-0.511598388390167
"018018_1993",-1.2647483124724
"018006_1993",-1.54239922482091
"018011_1993",-0.548465124703663
"018014_1993",-0.709528110190171
"018007_1993",-0.554125157153974
"018002_1993",-1.28706389091298
"018019_1993",0.61043443764065
"018003_1993",-1.11173461303815
"018005_1993",0.918533858832167
"018013_1993",-0.985620097498434
"019039_1993",-1.89340166157079
"019026_1993",-1.78985112133877
"019006_1993",-1.38217502465165
"019046_1993",-2.15394642449707
"019021_1993",-1.38872470180121
"019031_1993",-1.08128217577839
"019048_1993",-1.57697776872858
"019018_1993",-0.650386465600914
"019019_1993",-2.29365427102915
"019009_1993",-1.41241684295209
"019041_1993",-0.98630885652035
"019033_1993",-0.84830862046462
"019025_1993",-1.03379431736027
"019038_1993",-1.01559899364551
"019045_1993",-0.897571691670231
"019012_1993",-1.42245594912373
"019049_1993",-1.55640443854163
"019017_1993",NA
"019010_1993",-1.27814773331388
"019014_1993",0.39328803628974
"019044_1993",-1.67027513298244
"019004_1993",-1.48444663041896
"019005_1993",-1.04696836780554
"019022_1993",-0.667463744930248
"019047_1993",-1.5635398575987
"019007_1993",0.424178565823532
"019013_1993",-0.975247830540123
"019011_1993",-1.53091110530564
"019036_1993",0.683665323562123
"019029_1993",-0.730856023859036
"019020_1993",-1.27597887620702
"019042_1993",-1.00410665600775
"019024_1993",0.805021996658682
"019034_1993",-1.32826174480687
"019037_1993",-0.327805910634599
"019032_1993",-1.09752481627325
"019002_1993",-1.63654335622573
"019051_1993",-1.11251675171581
"019003_1993",-1.65059473459567
"019008_1993",-1.05386113664285
"019030_1993",NA
"019027_1993",-1.57495126814979
"019016_1993",-0.852645954394481
"019043_1993",0.561631391611826
"019015_1993",-1.09061275835707
"019001_1993",-1.21870037428278
"019050_1993",-0.966164021712213
"019023_1993",-1.44695947588734
"019035_1993",-1.71824602826204
"019028_1993",-1.08504105437946
"019040_1993",-1.58457595582806
"020067_1993",-1.48315432834231
"020184_1993",-0.62887619833476
"020043_1993",-0.836471737001896
"020385_1993",-0.792253961249781
"020079_1993",-1.56480582592619
"020039_1993",-0.83694283243867
"020515_1993",-0.562099527868546
"020482_1993",0.256392964187682
"020390_1993",-1.30333794479517
"020318_1993",-0.16875107442077
"020324_1993",0.477887731362239
"020334_1993",0.455847395466495
"020002_1993",0.206617623128014
"020413_1993",NA
"020565_1993",-0.396432641217034
"020044_1993",-0.318060396524822
"020059_1993",0.424797455223004
"020057_1993",-0.378194802562632
"020397_1993",0.0416990487752175
"020278_1993",0.892862588341991
"020469_1993",1.00139747566159
"020399_1993",0.52858436523589
"020073_1993",0.160883491662121
"020041_1993",1.10245675941885
"020198_1993",1.01914583732672
"020014_1993",-1.27121513569511
"020134_1993",1.729174961515
"020439_1993",1.62379776558016
"020085_1993",1.78490880891765
"020401_1993",0.708874848929057
"020190_1993",0.735000038309286
"020107_1993",-0.520184295394768
"020559_1993",0.579745937428969
"020551_1993",-0.654268971352308
"020068_1993",NA
"020023_1993",-0.336936456730481
"020232_1993",1.39672764544498
"020406_1993",1.98918918193307
"020028_1993",0.527765229881603
"020171_1993",1.89543478877249
"020570_1993",-0.159719659333645
"020467_1993",0.581056262761488
"020207_1993",1.19317910420778
"020006_1993",-0.215408653693724
"020386_1993",2.22274482357397
"020124_1993",NA
"020350_1993",-1.44850837961719
"020526_1993",1.08888422150543
"020205_1993",1.65578773926206
"020427_1993",NA
"020447_1993",0.858415469627171
"020293_1993",-0.724739525458205
"020364_1993",1.09259111351165
"020021_1993",-0.223879333049607
"020227_1993",-0.526680026212987
"020157_1993",-0.345328953343125
"020005_1993",-0.653995417498639
"020557_1993",-1.1193205426002
"020327_1993",-0.195623375600113
"020248_1993",1.37321592500973
"020010_1993",-0.895733741640421
"020468_1993",1.59039212569518
"020058_1993",1.52142596826852
"020418_1993",-0.268804680332615
"020466_1993",2.38299249493268
"020150_1993",-0.439401393429129
"020375_1993",-1.74923772995219
"020450_1993",2.88385615928044
"020277_1993",1.23691239351212
"020298_1993",NA
"020242_1993",2.22223122991851
"020312_1993",1.64834268667367
"020549_1993",0.498090839318401
"020525_1993",NA
"020125_1993",1.03642662543916
"020166_1993",0.581950366639706
"020136_1993",1.20923394530764
"020309_1993",1.69420760652633
"020377_1993",1.45963627018737
"020025_1993",-0.637158312280869
"020414_1993",0.670554042443708
"020208_1993",1.2816650711331
"020537_1993",0.5225551524527
"020325_1993",1.43889817221431
"020509_1993",2.05509140064864
"020338_1993",-0.888724336537874
"020131_1993",1.05014668493776
"020012_1993",1.43576273027183
"020483_1993",NA
"020553_1993",-0.167620949638504
"020188_1993",1.14162540584529
"020307_1993",0.428826486580308
"020177_1993",NA
"020016_1993",2.63339836003288
"020545_1993",-0.630351959710419
"020417_1993",0.726995583899014
"020475_1993",0.714009951938751
"020437_1993",1.40818001483696
"020083_1993",-0.588995947573888
"020143_1993",-0.262766311959631
"020295_1993",-0.277889406539026
"020513_1993",0.537220032501258
"020115_1993",-0.420284914632119
"020407_1993",1.70959887728014
"020026_1993",0.709900787770425
"020409_1993",-1.50294149291647
"020348_1993",0.907391673585355
"020185_1993",0.452350999936801
"020441_1993",NA
"020426_1993",2.10156781149454
"020266_1993",1.20272748447591
"020030_1993",-1.56716661621485
"020310_1993",0.393471800421021
"020064_1993",0.340868250936039
"020500_1993",1.21783874327783
"020229_1993",2.10846988887742
"020045_1993",-0.701899579954935
"020042_1993",0.264823786918996
"020275_1993",1.30387261554875
"020505_1993",-0.628909512658737
"020135_1993",0.696875513567238
"020540_1993",-0.745533763812452
"020141_1993",0.167205052697786
"020234_1993",1.49776443408879
"020261_1993",1.12825017511949
"020031_1993",1.52449908222951
"020520_1993",0.305841203844928
"020105_1993",1.3547218824114
"020392_1993",1.98999438584466
"020009_1993",0.549315976882509
"020294_1993",-0.510601768204217
"020498_1993",1.33210222582658
"020070_1993",1.07851987666639
"020178_1993",-0.313353347393598
"020446_1993",0.608221448926836
"020072_1993",0.977186447031046
"020265_1993",1.0272443099897
"020210_1993",1.26603858038809
"020052_1993",NA
"020272_1993",1.28348619605953
"020300_1993",0.943995273094849
"020560_1993",0.234073801492334
"020040_1993",2.03365108300309
"020470_1993",0.499205878286004
"020090_1993",0.799373177545357
"020225_1993",1.59424813860224
"020103_1993",-0.0378480136787525
"020398_1993",0.117582353199497
"020543_1993",1.32092615253975
"020015_1993",1.59731142806784
"020546_1993",0.136149166909042
"020036_1993",0.182069845883432
"020066_1993",NA
"020554_1993",0.944497767550152
"020337_1993",1.44864795358512
"020539_1993",-0.539199828216201
"020502_1993",1.22101140188382
"020550_1993",0.101513362143217
"020159_1993",1.03979500160899
"020460_1993",1.21947090531859
"020091_1993",-1.16595512016831
"020517_1993",1.82159646039601
"020130_1993",0.491259640809994
"020126_1993",1.31072197425365
"020326_1993",1.56714607941942
"020516_1993",1.09543047169978
"020253_1993",1.56364434102182
"020489_1993",1.3665908317038
"020415_1993",0.934954574281433
"020494_1993",2.31716218847636
"020434_1993",1.09719901603453
"020153_1993",0.903600681241855
"020452_1993",0.796690696901041
"020384_1993",1.11572646864036
"020306_1993",1.55799161871062
"020108_1993",0.971849798019999
"020459_1993",-0.255136310890933
"020202_1993",0.986161143466789
"020071_1993",1.15687059472241
"020082_1993",0.970455941652544
"020366_1993",1.42284430401898
"020051_1993",1.28331894218935
"020462_1993",-0.190891239669044
"020421_1993",-0.428572753620628
"020024_1993",1.46832993637644
"020367_1993",1.42839865533598
"020302_1993",1.95352517267038
"020169_1993",1.75616679412667
"020484_1993",0.453860872484625
"020098_1993",1.28531062794022
"020116_1993",1.98017390516734
"020102_1993",-0.510946482966133
"020491_1993",0.785660802469287
"020037_1993",1.33915270599957
"020111_1993",1.72279972142689
"020017_1993",0.981560351242298
"020532_1993",1.40542958477896
"020497_1993",1.35081217212863
"020269_1993",0.451636611049471
"020087_1993",0.155570250526007
"020095_1993",2.09762805165326
"020213_1993",1.68865401794368
"020330_1993",0.877586987020475
"020449_1993",0.646193386642285
"020492_1993",1.42475480475827
"020029_1993",1.90429350678193
"020291_1993",1.12030809268325
"020305_1993",-0.877517985955146
"020534_1993",1.10442163402704
"020046_1993",0.624024283697578
"020424_1993",1.39068759902674
"020345_1993",0.944369106309345
"020339_1993",-0.212636469847407
"020084_1993",-0.98059559092664
"020007_1993",1.29633908666889
"020133_1993",1.74269376191062
"020020_1993",1.21755643646396
"020387_1993",NA
"020200_1993",1.24705673754815
"020174_1993",-0.467155370243293
"020453_1993",NA
"020063_1993",-0.874720321631079
"020393_1993",1.11615037481269
"020145_1993",NA
"020170_1993",1.66661486971635
"020352_1993",2.3335678567262
"020235_1993",1.26175379506035
"020254_1993",1.12951470830525
"020244_1993",0.506602524140205
"020050_1993",1.5322300204322
"020360_1993",1.19991747111871
"020077_1993",-0.11090629388118
"020055_1993",NA
"020347_1993",1.16065241590185
"020285_1993",0.962581387020288
"020410_1993",0.363415609615957
"020164_1993",0.547574781628046
"020530_1993",0.905520049151587
"020378_1993",0.524145719537555
"020249_1993",0.77656978615196
"020511_1993",1.7038215657363
"020076_1993",0.400587394021462
"020176_1993",0.734165181612502
"020286_1993",0.463353323732292
"020161_1993",0.56808857700749
"020495_1993",1.45759921622362
"020435_1993",1.88423019303203
"020013_1993",-0.0413652574724705
"020217_1993",1.89497974080963
"020273_1993",1.48617662948709
"020263_1993",2.06735131261109
"020156_1993",0.298845426825447
"020485_1993",1.39450473047734
"020507_1993",1.05782121974263
"020474_1993",0.473678154717753
"020284_1993",1.2781756290391
"020567_1993",0.731293260862072
"020137_1993",1.5636240371398
"020396_1993",2.04294703214606
"020457_1993",1.58804502918823
"020535_1993",1.78126989257356
"020019_1993",0.695325247629971
"020203_1993",1.78829764163892
"020391_1993",2.2848861514197
"020342_1993",-0.212233136007462
"020472_1993",-0.570424599644813
"020112_1993",0.533188952786965
"020412_1993",0.723955277413101
"020088_1993",1.15498999000355
"020566_1993",1.95913057733535
"020271_1993",1.76831139466494
"020197_1993",0.825531915746477
"020454_1993",1.5140208906594
"020211_1993",1.23877401975037
"020308_1993",0.183129298454609
"020231_1993",1.56457366418222
"020395_1993",2.09722267886438
"020490_1993",1.34072655221437
"020333_1993",-0.0101719818351062
"020481_1993",0.856720469573877
"020358_1993",0.475550688632613
"020220_1993",0.625925442259228
"020555_1993",0.533099708451332
"020123_1993",0.59959486365766
"020351_1993",0.947248721281282
"020113_1993",0.980598043077408
"020519_1993",0.158781212396122
"020403_1993",-0.486222580250114
"020219_1993",0.900354813627269
"020379_1993",1.37699782029368
"020212_1993",2.00100010358439
"020279_1993",1.12395719296994
"020336_1993",1.10718171199939
"020478_1993",0.442307568407054
"020189_1993",1.3831273752786
"020280_1993",-0.323719211842949
"020340_1993",0.0752641086566874
"020027_1993",1.33005398105084
"020527_1993",1.24638082825385
"020075_1993",-0.655142175880402
"020381_1993",NA
"020561_1993",1.15459328653752
"020146_1993",1.89027970390169
"020394_1993",0.393594752151017
"020060_1993",1.27606520912811
"020455_1993",0.478036479041976
"020180_1993",0.401494610344556
"020118_1993",0.884583558382891
"020226_1993",0.430907255927601
"020061_1993",1.51119968231553
"020344_1993",1.21717758788587
"020260_1993",0.412203405200984
"020033_1993",-0.804792019842058
"020363_1993",NA
"020069_1993",1.16459417229138
"020531_1993",0.263132159525479
"020003_1993",1.38519038041731
"020433_1993",1.81247591598983
"020214_1993",0.793972079809295
"020117_1993",1.52077439387522
"020240_1993",1.8918522754873
"020104_1993",1.11853011709839
"020193_1993",-0.0960312609146205
"020206_1993",NA
"020264_1993",2.04400097082895
"020187_1993",1.49479668164646
"020388_1993",1.65483247668594
"020297_1993",1.41219583352378
"020486_1993",0.0113712405136317
"020259_1993",1.27215523095514
"020081_1993",0.52241350167499
"020154_1993",1.08953102910862
"020158_1993",1.76937280885732
"020496_1993",-0.526986221033531
"020237_1993",-0.230472747270156
"020182_1993",1.30474926732489
"020038_1993",0.250052655482778
"020080_1993",0.417653018072048
"020372_1993",1.39255747750806
"020448_1993",1.42114538852235
"020356_1993",0.500278188760407
"020425_1993",1.08242888661667
"020569_1993",1.08558516035479
"020349_1993",0.742775510325158
"020533_1993",0.363419377449852
"020065_1993",0.669955778447545
"020323_1993",1.15839989642076
"020094_1993",1.27530225480917
"020233_1993",0.60632337497687
"020089_1993",0.0501286784317137
"020353_1993",0.885834423429209
"020152_1993",1.32217064740533
"020139_1993",1.90558943105312
"020380_1993",0.401971988060395
"020252_1993",1.56729080323629
