"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","PAN_PRD","nulos","noreg","total","muniYear1","win_state","wintop_state","win","win_top","prevyear","difY","inc","cont","alt","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","PAN_PRD_ofi","PRI_opo","PAN_opo","PRD_opo","PAN_PRD_opo","edo_year"
"05038_1990","05","05038",1990,"PRI",574,1666,0,0,0,0,2259,NA,"PRI","PRI","PRI","PRI",1987,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"05_1990"
"05038_1993","05","05038",1993,"PRI",2032,2136,0,0,0,0,4168,NA,"PRI","PRI","PRI","PRI",1990,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"05_1993"
"05038_1996","05","05038",1996,"PAN",2478,1942,0,0,134,0,4420,NA,"PRI","PRI","PAN","PAN",1993,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"05_1996"
"05038_1999","05","05038",1999,"PRI",2338,2452,0,0,148,0,4889,NA,"PRI","PRI","PRI","PRI",1996,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"05_1999"
"05038_2002","05","05038",2002,"PRI",2290,2484,0,0,88,0,4774,NA,"PRI","PRI","PRI","PRI",1999,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"05_2002"
"05038_2005","05","05038",2005,"PRI",2116,2454,316,0,119,0,4925,NA,"PRI","PRI","PRI","PRI",2002,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"05_2005"
"05038_2009","05","05038",2009,"PRI_PVEM_PNA_PSD",1187,2501,73,0,43,0,5648,NA,"PRI","PRI","PRI","PRI",2005,4,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"05_2009"
"06001_1982","06","06001",1982,"PRI",0,4908,0,0,NA,NA,4996,NA,"PRI","PRI","PRI","PRI",2009,-27,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1982"
"06001_1985","06","06001",1985,"PRI",174,6674,124,0,0,0,6987,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06001_1988","06","06001",1988,"PRI",0,2346,0,0,0,0,2997,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06001_1991","06","06001",1991,"PRI",226,4025,1041,0,245,0,6556,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06001_1994","06","06001",1994,"PRI",1374,6270,1830,0,413,11,9981,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06001_1997","06","06001",1997,"PRI",1797,4232,3303,0,0,0,9633,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1997"
"06001_2000","06","06001",2000,"PAN_PRD",0,4385,0,5337,380,1,10184,NA,"PRI","PRI","PAN","PAN",1997,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,1,"06_2000"
"06001_2003","06","06001",2003,"PRD",763,4047,4136,0,239,0,9253,NA,"PRI","PRI","PRD","PRD",2000,3,"PAN",0,1,"PAN",0,0,0,0,0,0,0,1,0,"06_2003"
"06001_2006","06","06001",2006,"PRI_PVEM",2189,4745,3510,0,214,0,10444,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRD",0,1,"PRD",1,1,0,0,0,0,0,0,0,"06_2006"
"06001_2009","06","06001",2009,"PAN_ADC",6501,4740,396,0,281,0,12144,NA,"PRI_PT_PVEM","PRI","PAN","PAN",2006,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2009"
"06001_2012","06","06001",2012,"PRI_PNA",4419,5176,916,0,684,0,12471,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2012"
"06002_1982","06","06002",1982,"PRI",1207,16947,481,0,NA,NA,19148,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1982"
"06002_1985","06","06002",1985,"PRI",1233,19658,2009,0,0,0,25523,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06002_1988","06","06002",1988,"PRI",3942,12625,203,0,0,0,18226,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06002_1991","06","06002",1991,"PRI",7044,28129,1412,0,901,22,39257,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06002_1994","06","06002",1994,"PRI",16978,27920,6899,0,1772,46,54303,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06002_1997","06","06002",1997,"PRD",15410,16134,21637,0,0,0,54728,NA,"PRI","PRI","PRD","PRD",1994,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,1,0,"06_1997"
"06002_2000","06","06002",2000,"PAN",22521,15405,2972,0,1375,1,57667,NA,"PRI","PRI","PAN","PAN",1997,3,"PRD",0,1,"PRD",0,0,0,0,0,0,1,0,0,"06_2000"
"06002_2003","06","06002",2003,"PAN",22780,21202,4102,0,1026,0,52639,NA,"PRI","PRI","PAN","PAN",2000,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"06_2003"
"06002_2006","06","06002",2006,"PRI_PVEM",29591,29715,5267,0,1090,0,66129,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2006"
"06002_2009","06","06002",2009,"PRI_PNA",23021,38426,1458,0,1900,0,67678,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2009"
"06002_2012","06","06002",2012,"PRI_PNA",26041,34850,8300,0,2628,0,71802,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2012"
"06003_1982","06","06003",1982,"PRI",187,5571,0,0,NA,NA,5758,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1982"
"06003_1985","06","06003",1985,"PRI",62,2103,0,0,0,0,3169,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06003_1988","06","06003",1988,"PRI",141,2874,44,0,0,0,3719,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06003_1991","06","06003",1991,"PRI",363,3465,20,0,234,6,5305,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06003_1994","06","06003",1994,"PRI",1464,4479,0,0,405,8,7225,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06003_1997","06","06003",1997,"PAN",3346,2562,1226,0,0,0,7482,NA,"PRI","PRI","PAN","PAN",1994,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_1997"
"06003_2000","06","06003",2000,"PRI",3332,3495,877,0,173,1,7815,NA,"PRI","PRI","PRI","PRI",1997,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2000"
"06003_2003","06","06003",2003,"PAN",3918,3342,538,0,152,0,7935,NA,"PRI","PRI","PAN","PAN",2000,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2003"
"06003_2006","06","06003",2006,"PRI_PVEM",3985,4239,691,0,183,0,9158,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2006"
"06003_2009","06","06003",2009,"PRI_PNA",4305,4468,268,0,239,0,10022,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2009"
"06003_2012","06","06003",2012,"PAN",5423,4435,206,0,478,0,10780,NA,"PRI_PNA","PRI","PAN","PAN",2009,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2012"
"06004_1982","06","06004",1982,"PRI",0,4331,20,0,NA,NA,4413,NA,"PRI","PRI","PRI","PRI",2012,-30,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_1982"
"06004_1985","06","06004",1985,"PRI",207,3225,0,0,0,0,3608,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06004_1988","06","06004",1988,"PRI",315,2718,1,0,0,0,3228,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06004_1991","06","06004",1991,"PRI",735,3525,186,0,135,14,4670,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06004_1994","06","06004",1994,"PAN",3524,2967,218,0,173,4,6862,NA,"PRI","PRI","PAN","PAN",1991,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_1994"
"06004_1997","06","06004",1997,"PAN",4184,2935,170,0,0,0,7410,NA,"PRI","PRI","PAN","PAN",1994,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"06_1997"
"06004_2000","06","06004",2000,"PAN",3915,3632,123,0,112,0,7717,NA,"PRI","PRI","PAN","PAN",1997,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"06_2000"
"06004_2003","06","06004",2003,"PRI",2361,3582,1390,0,162,0,7531,NA,"PRI","PRI","PRI","PRI",2000,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2003"
"06004_2006","06","06004",2006,"PRI_PVEM",2586,4477,397,0,206,0,8232,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2006"
"06004_2009","06","06004",2009,"PRI_PNA",3810,4307,190,0,204,0,9277,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2009"
"06004_2012","06","06004",2012,"PAN",4871,4192,179,0,451,0,9908,NA,"PRI_PNA","PRI","PAN","PAN",2009,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2012"
"06005_1982","06","06005",1982,"PRI",0,5336,0,0,NA,NA,5471,NA,"PRI","PRI","PRI","PRI",2012,-30,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_1982"
"06005_1985","06","06005",1985,"PRI",97,7569,0,0,0,0,8124,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06005_1988","06","06005",1988,"PRI",0,3244,75,0,0,0,4214,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06005_1991","06","06005",1991,"PRI",68,5835,2791,0,197,28,9029,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06005_1994","06","06005",1994,"PRI",0,6744,4052,0,616,10,11080,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06005_1997","06","06005",1997,"PRI",1646,5421,3941,0,0,0,11204,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1997"
"06005_2000","06","06005",2000,"PRI",1575,6655,3128,0,293,1,11449,NA,"PRI","PRI","PRI","PRI",1997,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2000"
"06005_2003","06","06005",2003,"PRI",4169,5101,1156,0,272,0,10971,NA,"PRI","PRI","PRI","PRI",2000,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2003"
"06005_2006","06","06005",2006,"PRI_PVEM",2765,4400,972,0,501,0,12217,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2006"
"06005_2009","06","06005",2009,"PRI_PNA",4290,4939,861,0,464,0,13189,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2009"
"06005_2012","06","06005",2012,"PRD",1704,5199,6105,0,815,0,13520,NA,"PRI_PNA","PRI","PRD","PRD",2009,3,"PRI",0,1,"PRI",0,0,0,0,0,0,0,1,0,"06_2012"
"06006_1982","06","06006",1982,"PRI",169,1038,0,0,NA,NA,1207,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRD",0,1,"PRD",1,1,0,0,0,0,0,0,0,"06_1982"
"06006_1985","06","06006",1985,"PRI",104,1442,0,0,0,0,1568,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06006_1988","06","06006",1988,"PRI",43,1265,0,0,0,0,1543,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06006_1991","06","06006",1991,"PRI",294,1136,270,0,60,0,1757,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06006_1994","06","06006",1994,"PRI",636,1426,96,0,60,0,2182,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06006_1997","06","06006",1997,"PRI",954,1382,46,0,0,0,2445,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1997"
"06006_2000","06","06006",2000,"PRI",42,1430,1260,0,71,0,2751,NA,"PRI","PRI","PRI","PRI",1997,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2000"
"06006_2003","06","06006",2003,"PAN",1611,1310,56,0,38,0,3009,NA,"PRI","PRI","PAN","PAN",2000,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2003"
"06006_2006","06","06006",2006,"PRI_PVEM",227,1225,229,0,167,0,2810,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2006"
"06006_2009","06","06006",2009,"PRI_PNA",1356,1658,93,0,105,0,3331,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2009"
"06006_2012","06","06006",2012,"PRI_PNA",1166,1982,189,0,100,0,3440,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2012"
"06007_1982","06","06007",1982,"PRI",5963,9358,37,0,NA,NA,15622,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1982"
"06007_1985","06","06007",1985,"PRI",0,16080,230,0,0,0,19885,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06007_1988","06","06007",1988,"PRI",1829,8853,716,0,0,0,13331,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06007_1991","06","06007",1991,"PRI",4785,11688,3627,0,648,23,22829,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06007_1994","06","06007",1994,"PRI",12848,24087,4593,0,1317,54,43597,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06007_1997","06","06007",1997,"PAN",19921,16609,4101,0,0,0,42036,NA,"PRI","PRI","PAN","PAN",1994,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_1997"
"06007_2000","06","06007",2000,"PRI",16359,21505,5933,0,965,9,47254,NA,"PRI","PRI","PRI","PRI",1997,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2000"
"06007_2003","06","06007",2003,"PAN",22424,17369,1607,0,902,0,43529,NA,"PRI","PRI","PAN","PAN",2000,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2003"
"06007_2006","06","06007",2006,"PAN",27296,25043,3607,0,1195,0,57247,NA,"PRI_PT_PVEM","PRI","PAN","PAN",2003,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"06_2006"
"06007_2009","06","06007",2009,"PRI_PNA",24676,34818,2340,0,1134,0,61834,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2009"
"06007_2012","06","06007",2012,"PAN",32345,27583,3670,0,4130,0,67132,NA,"PRI_PNA","PRI","PAN","PAN",2009,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2012"
"06008_1982","06","06008",1982,"PRI",122,2288,0,0,NA,NA,2416,NA,"PRI","PRI","PRI","PRI",2012,-30,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_1982"
"06008_1985","06","06008",1985,"PRI",0,2728,0,0,0,0,2924,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06008_1988","06","06008",1988,"PRI",26,1652,0,0,0,0,1678,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06008_1991","06","06008",1991,"PRI",203,1506,9,0,71,2,1825,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06008_1994","06","06008",1994,"PRI",561,2246,0,0,217,0,2807,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06008_1997","06","06008",1997,"PRI",486,1480,1040,0,0,0,3089,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1997"
"06008_2000","06","06008",2000,"PRI",853,1728,464,0,155,0,3111,NA,"PRI","PRI","PRI","PRI",1997,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2000"
"06008_2003","06","06008",2003,"PRI",1153,1833,201,0,89,0,3277,NA,"PRI","PRI","PRI","PRI",2000,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2003"
"06008_2006","06","06008",2006,"PRI_PVEM",978,1820,164,0,139,0,3519,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2006"
"06008_2009","06","06008",2009,"PRI_PNA",896,1708,118,0,164,0,4077,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2006,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2009"
"06008_2012","06","06008",2012,"PRI_PNA",228,2176,169,0,243,0,4341,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2012"
"06009_1982","06","06009",1982,"PRI",414,7112,28,0,NA,NA,7745,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1982"
"06009_1985","06","06009",1985,"PRI",2551,7459,19,0,0,0,11492,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06009_1988","06","06009",1988,"PRI",438,5896,53,0,0,0,9627,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06009_1991","06","06009",1991,"PRI",2288,11288,3425,0,539,0,19041,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06009_1994","06","06009",1994,"PRI",6321,17846,7355,0,1292,13,33198,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06009_1997","06","06009",1997,"PRI",7045,12217,9639,0,0,0,30162,NA,"PRI","PRI","PRI","PRI",1994,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1997"
"06009_2000","06","06009",2000,"PRI",7793,17225,6315,0,764,6,32217,NA,"PRI","PRI","PRI","PRI",1997,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_2000"
"06009_2003","06","06009",2003,"PAN",12150,11320,3323,0,901,0,30407,NA,"PRI","PRI","PAN","PAN",2000,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2003"
"06009_2006","06","06009",2006,"PRI_PVEM",15404,19076,3134,0,962,0,38030,NA,"PRI_PT_PVEM","PRI","PRI","PRI",2003,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2006"
"06009_2009","06","06009",2009,"PAN_ADC",20542,17855,741,0,1076,0,41213,NA,"PRI_PT_PVEM","PRI","PAN","PAN",2006,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2009"
"06009_2012","06","06009",2012,"PRI_PNA",17397,19565,1885,0,2801,0,41224,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2012"
"06010_1982","06","06010",1982,"PRI",1062,2240,71,0,NA,NA,3573,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1982"
"06010_1985","06","06010",1985,"PRI",403,3401,97,0,0,0,4057,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1985"
"06010_1988","06","06010",1988,"PRI",1073,3623,4,0,0,0,5139,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1988"
"06010_1991","06","06010",1991,"PRI",1750,8904,595,0,526,16,12497,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1991"
"06010_1994","06","06010",1994,"PRI",6803,12026,1971,0,828,29,21535,NA,"PRI","PRI","PRI","PRI",1991,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"06_1994"
"06010_1997","06","06010",1997,"PAN",11969,6854,4479,0,0,0,24500,NA,"PRI","PRI","PAN","PAN",1994,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_1997"
"06010_2000","06","06010",2000,"PAN",13064,10469,4677,0,455,15,29726,NA,"PRI","PRI","PAN","PAN",1997,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"06_2000"
"06010_2003","06","06010",2003,"PRI",8742,12665,3858,0,463,0,28048,NA,"PRI","PRI","PRI","PRI",2000,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2003"
"06010_2006","06","06010",2006,"PAN",16246,14338,3238,0,577,0,38236,NA,"PRI_PT_PVEM","PRI","PAN","PAN",2003,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"06_2006"
"06010_2009","06","06010",2009,"PAN_ADC",20384,17896,1034,0,1063,0,42512,NA,"PRI_PT_PVEM","PRI","PAN","PAN",2006,3,"PAN",1,0,"PAN",0,0,0,0,0,0,1,0,0,"06_2009"
"06010_2012","06","06010",2012,"PRI_PNA",12817,26635,2380,0,2200,0,49899,NA,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"06_2012"
"07001_1982","07","07001",1982,"PRI",0,2763,0,0,NA,NA,2763,NA,"PRI","PRI","PRI","PRI",2012,-30,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1982"
"07001_1985","07","07001",1985,"PRI",0,756,0,0,0,0,794,NA,"PRI","PRI","PRI","PRI",1982,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1985"
"07001_1988","07","07001",1988,"PRI",0,1854,0,0,0,0,2098,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1988"
"07001_1991","07","07001",1991,"PRI",0,1302,0,0,0,0,1302,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1991"
"07001_1995","07","07001",1995,"PRI",66,1772,1460,0,193,0,3395,NA,"PRI","PRI","PRI","PRI",1991,4,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1995"
"07001_1998","07","07001",1998,"PRI",101,1959,1904,0,158,7,4053,NA,"PRI","PRI","PRI","PRI",1995,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1998"
"07001_2001","07","07001",2001,"PRI",286,2428,1931,0,139,0,4801,NA,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",1998,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"07_2001"
"07001_2004","07","07001",2004,"PRI_PVEM",1875,2094,1278,0,105,1,5247,NA,"PAN_PRD_PT_PVEM_CONV_PCD_PAS_PSN","PAN","PRI","PRI",2001,3,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"07_2004"
"07001_2007","07","07001",2007,"PAN",1977,1589,1112,0,120,2,5973,NA,"PRD_CONV_PT","PRD","PAN","PAN",2004,3,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"07_2007"
"07001_2010","07","07001",2010,"PRI",0,3051,0,1644,179,3,6205,NA,"PRD_CONV_PT","PRD","PRI","PRI",2007,3,"PAN",0,1,"PAN",0,0,0,0,0,1,0,0,0,"07_2010"
"07001_2012","07","07001",2012,"PRI",1398,2647,398,0,305,4,6924,NA,"PRD_CONV_PT","PRD","PRI","PRI",2010,2,"PRI",1,0,"PRI",0,0,0,0,0,1,0,0,0,"07_2012"
"07002_1982","07","07002",1982,"PAN",2102,2068,0,0,NA,NA,4170,NA,"PRI","PRI","PAN","PAN",2012,-30,"PRI",0,1,"PRI",0,0,0,0,0,0,1,0,0,"07_1982"
"07002_1985","07","07002",1985,"PRI",1910,2232,0,0,0,0,4159,NA,"PRI","PRI","PRI","PRI",1982,3,"PAN",0,1,"PAN",1,1,0,0,0,0,0,0,0,"07_1985"
"07002_1988","07","07002",1988,"PRI",2066,2734,0,0,0,0,4800,NA,"PRI","PRI","PRI","PRI",1985,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1988"
"07002_1991","07","07002",1991,"PRI",0,4907,0,0,0,0,4907,NA,"PRI","PRI","PRI","PRI",1988,3,"PRI",1,0,"PRI",1,1,0,0,0,0,0,0,0,"07_1991"
