"muniYear","state","muni","year","Winner2","nulos","noreg","muniYear1","total","PAN","PRI","PRD","PAN_PRD"
"19043_2015","19","043",2015,"PAN",18,NA,"19043_2015",2792,1411,1381,0,0
"19044_2015","19","044",2015,"PAN",247,NA,"19044_2015",17825,9966,6329,107,0
"19045_2015","19","045",2015,"PRD",458,NA,"19045_2015",16789,4769,5626,5926,0
"19046_2015","19","046",2015,"PAN",0,NA,"19046_2015",0,0,0,0,0
"19047_2015","19","047",2015,"MC",143,NA,"19047_2015",8282,1884,1994,341,0
"19048_2015","19","048",2015,"PAN",2003,NA,"19048_2015",106837,52096,21772,1351,0
"19049_2015","19","049",2015,"PRI",404,NA,"19049_2015",20107,5049,7973,182,0
"19050_2015","19","050",2015,"PRI",25,NA,"19050_2015",1558,33,725,97,0
"19051_2015","19","051",2015,"PAN",48,NA,"19051_2015",2857,1006,422,980,0
"22001_2015","22","001",2015,"PAN",NA,NA,"22001_2015",27998,14051,12134,391,0
"22003_2015","22","003",2015,"PAN",186,0,"22003_2015",7363,3959,2644,475,0
"22004_2015","22","004",2015,"PAN",1267,15,"22004_2015",27772,9586,6956,217,0
"22005_2015","22","005",2015,"PAN",989,11,"22005_2015",24871,9682,7788,563,0
"22006_2015","22","006",2015,"PAN",2520,77,"22006_2015",63008,34164,15850,1741,0
"22011_2015","22","011",2015,"PRI",1375,115,"22011_2015",54397,22848,23429,1461,0
"22007_2015","22","007",2015,"PRI",540,7,"22007_2015",18262,4517,5376,1409,0
"22008_2015","22","008",2015,"PAN",600,319,"22008_2015",9766,3147,3699,529,317
"22009_2015","22","009",2015,"PAN",417,2,"22009_2015",12778,6649,5508,136,0
"22010_2015","22","010",2015,"PAN",395,1,"22010_2015",9823,4656,4559,0,0
"22012_2015","22","012",2015,"PRI",945,9,"22012_2015",29226,6581,9564,9303,0
"22013_2015","22","013",2015,"PAN",317,0,"22013_2015",9725,4369,4248,115,0
"22002_2015","22","002",2015,"PAN",475,1,"22002_2015",11933,6939,4323,222,0
"22014_2015","22","014",2015,"PAN",12121,353,"22014_2015",327646,172578,99169,6888,0
"22015_2015","22","015",2015,"PRI",167,2,"22015_2015",4106,1722,1981,181,0
"22016_2015","22","016",2015,"PAN",3195,101,"22016_2015",95192,40600,33493,1504,0
"22017_2015","22","017",2015,"PVEM",1212,18,"22017_2015",30673,5279,8382,710,0
"22018_2015","22","018",2015,"PNA",625,0,"22018_2015",13168,1826,2380,1022,0
"24001_2015","24","001",2015,"PRD_PT_PNA",239,1,"24001_2015",9226,2856,1868,3498,0
"24002_2015","24","002",2015,"PAN_PT",96,1,"24002_2015",4267,2170,2017,0,0
"24003_2015","24","003",2015,"PRI_PVEM_PNA",875,7,"24003_2015",21888,0,10745,0,10316
"24004_2015","24","004",2015,"PRI_PVEM_PNA",87,0,"24004_2015",2678,679,1875,0,0
"24005_2015","24","005",2015,"PAN_PT_PMC",177,0,"24005_2015",8656,4976,3023,290,0
"24006_2015","24","006",2015,"PAN_PT",126,0,"24006_2015",4857,2679,1944,0,0
"24007_2015","24","007",2015,"PRI_PVEM",153,1,"24007_2015",7718,2831,3873,0,0
"24008_2015","24","008",2015,"PAN",218,3,"24008_2015",9830,3258,2354,255,0
"24009_2015","24","009",2015,"PRI_PNA",69,7,"24009_2015",2634,836,1211,162,0
"24010_2015","24","010",2015,"PRI_PVEM_PNA",286,1,"24010_2015",9083,0,6511,2292,0
"24011_2015","24","011",2015,"PRI",528,13,"24011_2015",18321,3614,4858,1379,0
"24012_2015","24","012",2015,"PRI_PVEM_PNA",337,0,"24012_2015",9662,3957,4749,803,0
"24013_2015","24","013",2015,"PRI_PVEM_PNA",1850,60,"24013_2015",55943,18186,22356,8854,0
"24014_2015","24","014",2015,"PRI_PVEM_PNA",380,0,"24014_2015",8054,0,3194,0,2643
"24015_2015","24","015",2015,"PRI_PVEM_PNA",266,0,"24015_2015",8116,2993,3289,0,0
"24016_2015","24","016",2015,"PAN",407,10,"24016_2015",17808,7577,6544,1830,0
"24017_2015","24","017",2015,"PRI_PNA",553,1,"24017_2015",12551,1597,4936,83,0
"24018_2015","24","018",2015,"PVEM",442,0,"24018_2015",6887,1135,2281,0,0
"24019_2015","24","019",2015,"PRI_PNA",116,0,"24019_2015",3058,968,971,149,0
"24020_2015","24","020",2015,"PRI_PVEM_PNA",740,23,"24020_2015",31075,5955,19319,267,0
"24021_2015","24","021",2015,"PRD_PMC",813,9,"24021_2015",24228,4844,6506,11713,0
"24022_2015","24","022",2015,"PAN",281,1,"24022_2015",8823,2407,838,918,0
"24023_2015","24","023",2015,"PAN",255,1,"24023_2015",7242,4136,3106,0,0
"24024_2015","24","024",2015,"PAN",1390,16,"24024_2015",36566,17579,11346,2781,0
"24025_2015","24","025",2015,"PRI_PNA",353,3,"24025_2015",12679,1579,4689,1862,0
"24026_2015","24","026",2015,"PAN",137,1,"24026_2015",4995,2699,2046,127,0
"24027_2015","24","027",2015,"PAN",135,6,"24027_2015",5017,2693,2324,0,0
"24028_2015","24","028",2015,"PRD_PT",9659,1199,"24028_2015",273539,81668,35487,131500,0
"24029_2015","24","029",2015,"PRD_PT_PCP_PMC",291,8,"24029_2015",11431,4047,1721,5580,0
"24030_2015","24","030",2015,"Morena",121,0,"24030_2015",3208,478,466,239,0
"24031_2015","24","031",2015,"PAN",195,3,"24031_2015",8360,4141,4097,122,0
"24032_2015","24","032",2015,"PRD_PT_PMC_PNA",189,1,"24032_2015",5135,1087,1844,2204,0
"24033_2015","24","033",2015,"PRI",518,5,"24033_2015",18336,4156,6248,4674,0
"24034_2015","24","034",2015,"PRD_PVEM_PCP",110,1,"24034_2015",2827,1267,0,1472,0
"24035_2015","24","035",2015,"PRD_PT",2977,224,"24035_2015",83807,14011,11142,50178,0
"24036_2015","24","036",2015,"PRI_PVEM_PNA",377,1,"24036_2015",13918,0,7148,0,6631
"24037_2015","24","037",2015,"PRI_PNA",2083,4,"24037_2015",37141,13450,14947,1892,0
"24038_2015","24","038",2015,"PRD",202,0,"24038_2015",8876,1955,2914,3350,0
"24039_2015","24","039",2015,"PNA",251,0,"24039_2015",6407,503,893,1251,0
"24040_2015","24","040",2015,"PRI_PVEM_PNA",419,6,"24040_2015",14348,3029,5316,4851,0
"24041_2015","24","041",2015,"PRD_PCP",309,0,"24041_2015",9447,1530,1730,2604,0
"24042_2015","24","042",2015,"PRI",153,1,"24042_2015",7477,0,3408,0,2488
"24044_2015","24","044",2015,"PRD",94,0,"24044_2015",3619,854,361,1128,0
"24045_2015","24","045",2015,"PVEM",262,2,"24045_2015",7411,1780,1135,1743,0
"24046_2015","24","046",2015,"PRI",222,0,"24046_2015",7440,1722,2678,587,0
"24047_2015","24","047",2015,"PRI",204,6,"24047_2015",8898,0,4377,0,3476
"24048_2015","24","048",2015,"PRI",161,0,"24048_2015",4680,266,1991,0,0
"24049_2015","24","049",2015,"PRI",60,1,"24049_2015",2412,474,735,0,0
"24050_2015","24","050",2015,"PRI",332,0,"24050_2015",17164,1892,6215,5918,0
"24051_2015","24","051",2015,"PRI_PVEM",607,5,"24051_2015",20741,1552,11354,878,0
"24052_2015","24","052",2015,"PRI_PVEM",238,0,"24052_2015",8092,3138,4741,65,0
"24053_2015","24","053",2015,"PAN",153,0,"24053_2015",5295,1714,1568,1661,0
"24054_2015","24","054",2015,"PAN_PT_PMC",566,2,"24054_2015",15062,6008,4958,2443,0
"24055_2015","24","055",2015,"PAN",1034,9,"24055_2015",21843,10864,9572,0,0
"24056_2015","24","056",2015,"PT_PMC",383,15,"24056_2015",10949,290,2833,221,0
"24057_2015","24","057",2015,"PAN",195,0,"24057_2015",9922,4267,4058,97,0
"24058_2015","24","058",2015,"PAN",547,0,"24058_2015",13824,5991,3530,579,0
"26001_2015","26","001",2015,"PRI_PVEM_PNA",29,0,"26001_2015",2660,802,1711,0,0
"26002_2015","26","002",2015,"PAN",647,0,"26002_2015",38540,16858,17243,392,0
"26003_2015","26","003",2015,"PRI_PVEM_PNA",244,0,"26003_2015",18520,4962,12595,0,0
"26004_2015","26","004",2015,"PRI_PVEM_PNA",63,0,"26004_2015",6063,1057,3330,1376,0
"26005_2015","26","005",2015,"PRI_PVEM_PNA",9,0,"26005_2015",1577,464,1094,0,0
"26006_2015","26","006",2015,"PRI_PVEM_PNA",29,0,"26006_2015",3400,785,2119,472,0
"26007_2015","26","007",2015,"MC",10,0,"26007_2015",616,202,205,0,0
"26008_2015","26","008",2015,"MC",14,0,"26008_2015",1198,267,567,0,0
"26009_2015","26","009",2015,"PVEM",35,0,"26009_2015",1050,425,30,0,0
"26010_2015","26","010",2015,"PAN",8,0,"26010_2015",1256,387,581,280,0
"26011_2015","26","011",2015,"PRI_PVEM_PNA",21,0,"26011_2015",1600,254,1137,204,0
"26012_2015","26","012",2015,"PRD",275,0,"26012_2015",9762,2548,3073,3354,0
"26013_2015","26","013",2015,"PRI_PVEM_PNA",9,0,"26013_2015",1827,586,1232,0,0
"26014_2015","26","014",2015,"PAN",35,1,"26014_2015",3565,1777,1765,0,0
"26015_2015","26","015",2015,"PRI_PVEM_PNA",7,0,"26015_2015",1615,481,1131,0,0
"26071_2015","26","071",2015,"PRI",216,1,"26071_2015",9363,3165,3880,932,0
"26016_2015","26","016",2015,"PRI_PVEM_PNA",36,0,"26016_2015",3280,693,1613,0,0
"26017_2015","26","017",2015,"PRI",677,0,"26017_2015",27132,8404,12027,274,0
"26018_2015","26","018",2015,"PRI_PVEM_PNA",2738,40,"26018_2015",198626,45760,112580,2083,0
"26019_2015","26","019",2015,"PRI_PVEM_PNA",242,4,"26019_2015",20269,4922,13635,408,0
"26020_2015","26","020",2015,"PAN",44,0,"26020_2015",2707,821,685,21,0
"26022_2015","26","022",2015,"PAN",1,0,"26022_2015",1169,399,769,0,0
"26023_2015","26","023",2015,"PNA",76,1,"26023_2015",3996,413,1321,476,0
"26024_2015","26","024",2015,"PRI_PVEM_PNA",0,0,"26024_2015",1448,471,976,0,0
"26025_2015","26","025",2015,"PRI",576,18,"26025_2015",20326,5809,6323,3954,0
"26026_2015","26","026",2015,"PRI_PVEM_PNA",681,2,"26026_2015",36708,8542,19949,6983,0
"26027_2015","26","027",2015,"PRI",57,0,"26027_2015",4113,710,1795,0,0
"26070_2015","26","070",2015,"MC",0,0,"26070_2015",5571,175,1422,1645,0
"26028_2015","26","028",2015,"PRI",2,0,"26028_2015",1016,459,557,0,0
"26029_2015","26","029",2015,"PAN",1300,31,"26029_2015",71751,22251,37368,1558,0
"26030_2015","26","030",2015,"PRI_PVEM_PNA",6298,198,"26030_2015",406074,100723,264652,3654,0
"26031_2015","26","031",2015,"PAN",8,0,"26031_2015",1259,488,764,0,0
"26032_2015","26","032",2015,"PRI",0,0,"26032_2015",1296,460,836,0,0
"26033_2015","26","033",2015,"PRI_PVEM_PNA",714,6,"26033_2015",54432,14334,34132,4437,0
"26034_2015","26","034",2015,"PAN",15,0,"26034_2015",1518,570,920,0,0
"26035_2015","26","035",2015,"PAN",90,0,"26035_2015",7044,2533,3510,94,0
"26021_2015","26","021",2015,"PRD",38,0,"26021_2015",1977,418,536,543,0
"26036_2015","26","036",2015,"PRI_PVEM_PNA",245,0,"26036_2015",19499,3238,14482,1225,0
"26037_2015","26","037",2015,"PRI_PVEM_PNA",19,0,"26037_2015",1686,381,878,75,0
"26038_2015","26","038",2015,"PRI_PVEM_PNA",21,0,"26038_2015",4626,1498,3010,0,0
"26039_2015","26","039",2015,"PAN",49,0,"26039_2015",4296,1525,2634,0,0
"26040_2015","26","040",2015,"PAN",10,0,"26040_2015",1770,601,1166,0,0
"26041_2015","26","041",2015,"PRI_PVEM_PNA",68,0,"26041_2015",7939,2077,4681,878,0
"26042_2015","26","042",2015,"PAN",1660,28,"26042_2015",60368,33173,20943,1989,0
"26043_2015","26","043",2015,"PAN",1276,21,"26043_2015",90552,24837,42660,611,0
"26044_2015","26","044",2015,"PAN",5,0,"26044_2015",752,318,304,0,0
"26045_2015","26","045",2015,"PAN",49,0,"26045_2015",2073,608,876,0,0
"26046_2015","26","046",2015,"PRI",2,0,"26046_2015",450,165,285,0,0
"26047_2015","26","047",2015,"PRI_PVEM_PNA",62,1,"26047_2015",5757,1042,3354,309,0
"26048_2015","26","048",2015,"PAN",438,3,"26048_2015",22509,12853,8197,160,0
"26049_2015","26","049",2015,"PAN",28,0,"26049_2015",3467,1308,2014,31,0
"26050_2015","26","050",2015,"PRI_PVEM_PNA",14,0,"26050_2015",2520,729,1759,0,0
"26051_2015","26","051",2015,"PRI_PVEM_PNA",41,0,"26051_2015",4852,1561,3258,0,0
"26052_2015","26","052",2015,"PRI_PVEM_PNA",45,1,"26052_2015",5012,1199,3653,0,0
"26053_2015","26","053",2015,"PAN",7,0,"26053_2015",641,217,419,0,0
"26072_2015","26","072",2015,"PRI",158,1,"26072_2015",6715,975,2265,634,0
"26054_2015","26","054",2015,"PRI",4,0,"26054_2015",677,42,326,309,0
"26055_2015","26","055",2015,"PAN",1554,72,"26055_2015",48892,21923,15088,819,0
"26056_2015","26","056",2015,"PAN",99,1,"26056_2015",3728,981,1680,198,0
"26057_2015","26","057",2015,"PRI",7,0,"26057_2015",1722,749,973,0,0
"26058_2015","26","058",2015,"PRI_PVEM_PNA",114,0,"26058_2015",11427,2761,7826,0,0
"26059_2015","26","059",2015,"PAN",12,0,"26059_2015",920,325,317,265,0
"26060_2015","26","060",2015,"PVEM",36,0,"26060_2015",1342,198,469,0,0
"26061_2015","26","061",2015,"PAN",33,0,"26061_2015",1699,698,403,0,0
"26062_2015","26","062",2015,"PRI",6,0,"26062_2015",1188,513,675,0,0
"26063_2015","26","063",2015,"PAN",24,0,"26063_2015",1077,587,488,2,0
"26064_2015","26","064",2015,"PRI_PVEM_PNA",11,0,"26064_2015",2042,638,1395,0,0
"26065_2015","26","065",2015,"PRI",7,0,"26065_2015",1090,336,528,0,0
"26066_2015","26","066",2015,"PRI_PVEM_PNA",197,0,"26066_2015",8247,1381,4038,1272,0
"26067_2015","26","067",2015,"MC",31,0,"26067_2015",1553,210,605,350,0
"26068_2015","26","068",2015,"PRI_PVEM_PNA",14,0,"26068_2015",2157,667,1111,0,0
"26069_2015","26","069",2015,"PRI_PVEM_PNA",55,0,"26069_2015",5380,1326,3977,66,0
"27001_2015","27","001",2015,"PRD_PVEM",638,0,"27001_2015",38288,5749,5085,22164,0
"27002_2015","27","002",2015,"PRD_PVEM",2239,440,"27002_2015",116718,2428,26892,55156,0
"27003_2015","27","003",2015,"PRI",1701,13,"27003_2015",53855,2262,13007,21420,0
"27005_2015","27","005",2015,"Morena",1952,14,"27005_2015",118040,604,24447,56318,0
"27006_2015","27","006",2015,"PRD",1618,7,"27006_2015",49108,295,8972,14600,0
"27007_2015","27","007",2015,"PVEM",270,0,"27007_2015",15887,378,3045,2254,0
"27008_2015","27","008",2015,"PRD",2269,27,"27008_2015",79233,317,29182,38040,0
"27009_2015","27","009",2015,"PRD_PVEM",596,1,"27009_2015",24980,115,6120,15833,0
"27010_2015","27","010",2015,"PRD_PVEM",989,1,"27010_2015",49869,771,10535,22322,0
"27011_2015","27","011",2015,"PRD_PVEM",291,0,"27011_2015",22344,23,4493,11102,0
"27012_2015","27","012",2015,"PRI",1850,28,"27012_2015",54678,633,13612,10765,0
"27013_2015","27","013",2015,"PAN",1626,14,"27013_2015",46378,16320,10254,5339,0
"27014_2015","27","014",2015,"PRD_PVEM",787,24,"27014_2015",52172,10741,10375,23608,0
"27015_2015","27","015",2015,"PRI",673,6,"27015_2015",27489,71,7400,12475,0
"27016_2015","27","016",2015,"PVEM",523,5,"27016_2015",22231,268,6263,7374,0
"27017_2015","27","017",2015,"PRI",613,3,"27017_2015",34795,182,11762,19512,0
"31001_2015","31","001",2015,"PRI",29,0,"31001_2015",4084,1594,1828,31,0
"31002_2015","31","002",2015,"PNA",156,0,"31002_2015",9094,1951,2537,236,0
"31003_2015","31","003",2015,"PRI",70,0,"31003_2015",6078,866,2636,2514,0
"31004_2015","31","004",2015,"PRI",36,0,"31004_2015",3726,512,1983,4,0
"31005_2015","31","005",2015,"PRI",12,0,"31005_2015",1748,213,1001,532,0
"31006_2015","31","006",2015,"PAN",49,0,"31006_2015",5602,2851,2680,0,0
"31007_2015","31","007",2015,"PRI",49,1,"31007_2015",4415,1876,2096,435,0
"31008_2015","31","008",2015,"PRI",18,0,"31008_2015",2880,1298,1550,0,0
"31009_2015","31","009",2015,"PRI",18,0,"31009_2015",3017,1164,1221,149,0
"31010_2015","31","010",2015,"PAN",6,0,"31010_2015",1545,821,697,0,0
"31011_2015","31","011",2015,"PRI",65,0,"31011_2015",4188,267,2244,1567,0
"31012_2015","31","012",2015,"PRI",15,0,"31012_2015",2544,1050,1483,0,0
"31016_2015","31","016",2015,"PRI",10,0,"31016_2015",1841,786,1049,0,0
"31017_2015","31","017",2015,"PRI",11,0,"31017_2015",3089,1209,1876,3,0
"31018_2015","31","018",2015,"PRI",20,0,"31018_2015",2535,1237,1286,0,0
"31019_2015","31","019",2015,"PAN",148,5,"31019_2015",17544,8775,8401,62,0
"31021_2015","31","021",2015,"PRI",29,0,"31021_2015",4997,2150,2753,23,0
"31020_2015","31","020",2015,"PAN",28,0,"31020_2015",2745,1357,1352,0,0
"31022_2015","31","022",2015,"PRI",1,0,"31022_2015",2555,1136,1418,0,0
"31023_2015","31","023",2015,"PRI",53,0,"31023_2015",2939,1156,1752,0,0
"31024_2015","31","024",2015,"PRI",5,0,"31024_2015",2251,1065,1181,0,0
"31013_2015","31","013",2015,"PAN",84,1,"31013_2015",5578,2633,2597,0,0
"31014_2015","31","014",2015,"PRI",8,0,"31014_2015",1276,463,752,0,0
"31015_2015","31","015",2015,"PRI",47,0,"31015_2015",3017,1006,1302,675,0
"31025_2015","31","025",2015,"PAN",30,0,"31025_2015",3249,1364,967,883,0
"31026_2015","31","026",2015,"PAN",17,0,"31026_2015",2670,1379,1286,0,0
"31027_2015","31","027",2015,"PAN",52,0,"31027_2015",5205,2703,2327,0,0
"31028_2015","31","028",2015,"PRI",18,0,"31028_2015",1768,763,999,0,0
"31029_2015","31","029",2015,"PRI",47,0,"31029_2015",3998,1645,2277,0,0
"31030_2015","31","030",2015,"PAN",7,0,"31030_2015",2461,1246,1167,12,0
"31031_2015","31","031",2015,"PRI",4,0,"31031_2015",2558,1191,1356,0,0
"31032_2015","31","032",2015,"PRI",90,0,"31032_2015",8156,3498,3961,0,0
"31033_2015","31","033",2015,"PRI",129,0,"31033_2015",12334,4937,5127,166,0
"31034_2015","31","034",2015,"PRI",51,0,"31034_2015",3652,1240,1759,404,0
"31035_2015","31","035",2015,"PRD",29,0,"31035_2015",3923,185,1799,1925,0
"31036_2015","31","036",2015,"PRI",156,0,"31036_2015",4656,216,3229,1129,0
"31037_2015","31","037",2015,"PRI",18,0,"31037_2015",3252,1591,1639,11,0
"31038_2015","31","038",2015,"PAN",245,0,"31038_2015",16431,6671,5445,625,0
"31039_2015","31","039",2015,"PRI",24,0,"31039_2015",2399,1140,1167,0,0
"31040_2015","31","040",2015,"PRI",247,2,"31040_2015",15744,7403,8103,0,0
"31041_2015","31","041",2015,"PRI",1214,19,"31041_2015",29345,10030,15470,1458,0
"31042_2015","31","042",2015,"PAN",45,0,"31042_2015",3293,1341,1281,621,0
"31043_2015","31","043",2015,"PRI",5,0,"31043_2015",1974,879,1024,0,0
"31044_2015","31","044",2015,"PRI",60,1,"31044_2015",4244,1320,1787,39,0
"31045_2015","31","045",2015,"PRI",45,0,"31045_2015",1479,116,1317,1,0
"31046_2015","31","046",2015,"PRI",22,0,"31046_2015",2177,145,1103,921,0
"31047_2015","31","047",2015,"PAN",23,0,"31047_2015",3619,2117,1496,0,0
"31048_2015","31","048",2015,"PVEM",307,1,"31048_2015",12051,343,5554,68,0
"31049_2015","31","049",2015,"PRI",6,0,"31049_2015",2143,996,1145,0,0
"31050_2015","31","050",2015,"PAN",9813,292,"31050_2015",371698,169651,145919,3834,0
"31051_2015","31","051",2015,"PRI",25,0,"31051_2015",2261,1043,1187,0,0
"31052_2015","31","052",2015,"PAN",334,4,"31052_2015",18794,7474,5745,201,0
"31053_2015","31","053",2015,"PAN",79,0,"31053_2015",7136,3541,3364,23,0
"31054_2015","31","054",2015,"PNA",16,0,"31054_2015",1994,358,782,0,0
"31055_2015","31","055",2015,"PAN",59,0,"31055_2015",3693,2251,1261,0,0
"31056_2015","31","056",2015,"PRI",236,10,"31056_2015",15926,3057,5922,4883,0
"31057_2015","31","057",2015,"PRI",38,1,"31057_2015",4717,2192,2489,0,0
"31058_2015","31","058",2015,"PAN",0,0,"31058_2015",12003,5887,5134,676,0
"31059_2015","31","059",2015,"PNA",931,29,"31059_2015",23248,2513,8323,820,0
"31060_2015","31","060",2015,"PRI",5,0,"31060_2015",926,439,483,0,0
"31061_2015","31","061",2015,"PRI",21,0,"31061_2015",2410,1039,1348,0,0
"31062_2015","31","062",2015,"PRI",37,0,"31062_2015",3136,1076,1388,3,0
"31063_2015","31","063",2015,"PRI",55,0,"31063_2015",3301,212,1768,1312,0
"31065_2015","31","065",2015,"PRI",15,0,"31065_2015",1540,612,920,0,0
"31064_2015","31","064",2015,"PRI",5,1,"31064_2015",1278,568,704,0,0
"31066_2015","31","066",2015,"PRI",18,0,"31066_2015",2388,1080,1299,0,0
"31067_2015","31","067",2015,"PRI",0,0,"31067_2015",5880,1602,2032,1236,0
"31068_2015","31","068",2015,"PRI",25,0,"31068_2015",2118,821,988,43,0
"31069_2015","31","069",2015,"PRI",92,0,"31069_2015",4363,650,1869,1662,0
"31070_2015","31","070",2015,"PRI",24,0,"31070_2015",2566,1199,1359,0,0
"31071_2015","31","071",2015,"PRI",15,0,"31071_2015",1360,407,504,26,0
"31072_2015","31","072",2015,"PRI",21,0,"31072_2015",1376,13,857,504,0
"31073_2015","31","073",2015,"PRI",15,0,"31073_2015",2318,78,1184,1049,0
"31074_2015","31","074",2015,"PVEM",32,0,"31074_2015",2618,140,1150,0,0
"31075_2015","31","075",2015,"PRI",38,0,"31075_2015",3804,1269,2490,0,0
"31076_2015","31","076",2015,"PRI",174,0,"31076_2015",9658,3746,5258,95,0
"31077_2015","31","077",2015,"PAN",17,0,"31077_2015",1906,990,779,69,0
"31078_2015","31","078",2015,"PRI",15,0,"31078_2015",2650,1216,1417,0,0
"31079_2015","31","079",2015,"PRI",364,1,"31079_2015",21304,3322,9790,7488,0
"31080_2015","31","080",2015,"PAN",50,0,"31080_2015",6767,3487,3238,5,0
"31081_2015","31","081",2015,"PRI",6,0,"31081_2015",2357,1132,1203,0,0
"31082_2015","31","082",2015,"PRI",19,16,"31082_2015",2357,648,1669,0,0
"31083_2015","31","083",2015,"PNA",30,0,"31083_2015",1449,391,405,0,0
"31084_2015","31","084",2015,"PAN",34,0,"31084_2015",4784,3119,1661,0,0
"31085_2015","31","085",2015,"PRI",103,0,"31085_2015",8661,1726,2945,1802,0
"31086_2015","31","086",2015,"PRD",12,0,"31086_2015",1332,21,612,697,0
"31087_2015","31","087",2015,"PRI",47,0,"31087_2015",3048,493,1332,1087,0
"31088_2015","31","088",2015,"PRI",59,0,"31088_2015",1133,55,819,233,0
"31089_2015","31","089",2015,"PRI",322,6,"31089_2015",19840,8542,10180,9,0
"31090_2015","31","090",2015,"PRI",31,0,"31090_2015",4416,1871,2380,114,0
"31091_2015","31","091",2015,"PRI",58,0,"31091_2015",6672,2856,3175,530,0
"31092_2015","31","092",2015,"PRI",31,0,"31092_2015",3707,1514,2167,0,0
"31093_2015","31","093",2015,"PRI",0,0,"31093_2015",10430,3896,5214,65,0
"31094_2015","31","094",2015,"PRI",15,0,"31094_2015",3172,50,1784,1323,0
"31095_2015","31","095",2015,"PAN",30,0,"31095_2015",3620,1245,1196,395,0
"31096_2015","31","096",2015,"PRI",764,18,"31096_2015",34538,13268,18642,388,0
"31097_2015","31","097",2015,"PAN",15,0,"31097_2015",2440,1311,1006,112,0
"31098_2015","31","098",2015,"PRI",108,0,"31098_2015",7505,1491,3095,2814,0
"31099_2015","31","099",2015,"PAN",22,0,"31099_2015",2369,1106,1048,202,0
"31100_2015","31","100",2015,"PRI",50,0,"31100_2015",2066,965,1027,0,0
"31101_2015","31","101",2015,"PAN",1050,6,"31101_2015",23081,11832,9518,740,0
"31102_2015","31","102",2015,"Morena",701,30,"31102_2015",33475,5743,10937,3527,0
"31103_2015","31","103",2015,"PRD",29,0,"31103_2015",2107,179,893,976,0
"31104_2015","31","104",2015,"PRI",50,0,"31104_2015",7087,2999,3991,33,0
"31105_2015","31","105",2015,"PVEM",22,0,"31105_2015",1997,22,892,23,0
"31106_2015","31","106",2015,"PAN",15,0,"31106_2015",1489,699,680,0,0
