"muniYear","muni","year","tomas_dom_agua","tomas_elec","sist_dren"
"20526_2011","20526",2011,1396,3924,4
"20527_2011","20527",2011,NA,565,NA
"20528_2011","20528",2011,30,490,NA
"20529_2011","20529",2011,64,206,NA
"20530_2011","20530",2011,141,838,NA
"20531_2011","20531",2011,349,737,3
"20532_2011","20532",2011,500,1223,NA
"20533_2011","20533",2011,277,646,NA
"20534_2011","20534",2011,535,836,NA
"20535_2011","20535",2011,206,693,NA
"20536_2011","20536",2011,NA,345,NA
"20537_2011","20537",2011,1449,3304,2
"20538_2011","20538",2011,NA,260,NA
"20539_2011","20539",2011,598,1305,1
"20540_2011","20540",2011,1982,2885,1
"20541_2011","20541",2011,461,822,NA
"20542_2011","20542",2011,172,277,NA
"20543_2011","20543",2011,630,1678,1
"20544_2011","20544",2011,345,663,NA
"20545_2011","20545",2011,2150,3372,1
"20546_2011","20546",2011,985,2041,1
"20547_2011","20547",2011,264,454,1
"20548_2011","20548",2011,200,665,NA
"20549_2011","20549",2011,2001,4489,2
"20550_2011","20550",2011,471,2121,1
"20551_2011","20551",2011,4960,9440,3
"20552_2011","20552",2011,150,257,NA
"20553_2011","20553",2011,1032,3674,1
"20554_2011","20554",2011,856,1637,1
"20555_2011","20555",2011,260,1038,1
"20556_2011","20556",2011,77,111,NA
"20557_2011","20557",2011,3366,4672,3
"20558_2011","20558",2011,489,484,1
"20559_2011","20559",2011,2720,6273,1
"20560_2011","20560",2011,1125,1984,1
"20561_2011","20561",2011,266,629,NA
"20562_2011","20562",2011,298,652,NA
"20563_2011","20563",2011,190,482,NA
"20564_2011","20564",2011,174,385,NA
"20565_2011","20565",2011,2433,10851,1
"20566_2011","20566",2011,185,492,NA
"20567_2011","20567",2011,257,1266,NA
"20568_2011","20568",2011,227,510,1
"20569_2011","20569",2011,144,662,NA
"20570_2011","20570",2011,3348,7495,2
"20901_2011","20901",2011,NA,NA,NA
"20902_2011","20902",2011,NA,NA,NA
"20903_2011","20903",2011,NA,NA,NA
"20904_2011","20904",2011,NA,NA,NA
"20905_2011","20905",2011,NA,NA,NA
"20906_2011","20906",2011,NA,NA,NA
"20907_2011","20907",2011,NA,NA,NA
"20908_2011","20908",2011,NA,NA,NA
"20909_2011","20909",2011,NA,NA,NA
"20910_2011","20910",2011,NA,NA,NA
"20911_2011","20911",2011,NA,NA,NA
"20912_2011","20912",2011,NA,NA,NA
"20913_2011","20913",2011,NA,NA,NA
"20914_2011","20914",2011,NA,NA,NA
"20915_2011","20915",2011,NA,NA,NA
"20916_2011","20916",2011,NA,NA,NA
"20917_2011","20917",2011,NA,NA,NA
"20918_2011","20918",2011,NA,NA,NA
"20919_2011","20919",2011,NA,NA,NA
"20920_2011","20920",2011,NA,NA,NA
"20921_2011","20921",2011,NA,NA,NA
"20922_2011","20922",2011,NA,NA,NA
"20923_2011","20923",2011,NA,NA,NA
"20924_2011","20924",2011,NA,NA,NA
"20925_2011","20925",2011,NA,NA,NA
"20926_2011","20926",2011,NA,NA,NA
"20927_2011","20927",2011,NA,NA,NA
"20928_2011","20928",2011,NA,NA,NA
"20929_2011","20929",2011,NA,NA,NA
"20930_2011","20930",2011,NA,NA,NA
"21001_2011","21001",2011,6501,12375,10
"21002_2011","21002",2011,806,2513,6
"21003_2011","21003",2011,4927,13780,3
"21004_2011","21004",2011,5033,12210,6
"21005_2011","21005",2011,500,745,3
"21006_2011","21006",2011,1162,2325,9
"21007_2011","21007",2011,567,796,3
"21008_2011","21008",2011,1589,2785,7
"21009_2011","21009",2011,421,836,1
"21010_2011","21010",2011,6060,14026,5
"21011_2011","21011",2011,204,589,1
"21012_2011","21012",2011,1721,1742,7
"21013_2011","21013",2011,3108,5060,1
"21014_2011","21014",2011,935,1081,4
"21015_2011","21015",2011,3601,23152,7
"21016_2011","21016",2011,1105,2339,6
"21017_2011","21017",2011,3502,5787,8
"21018_2011","21018",2011,692,1207,1
"21019_2011","21019",2011,23475,49225,33
"21020_2011","21020",2011,1052,1863,1
"21021_2011","21021",2011,241,418,1
"21022_2011","21022",2011,2057,3189,10
"21023_2011","21023",2011,1506,1777,8
"21024_2011","21024",2011,338,557,3
"21025_2011","21025",2011,1631,2232,10
"21026_2011","21026",2011,1032,3189,6
"21027_2011","21027",2011,817,1540,2
"21028_2011","21028",2011,227,504,3
"21029_2011","21029",2011,709,907,3
"21030_2011","21030",2011,188,191,2
"21031_2011","21031",2011,714,990,4
"21032_2011","21032",2011,19,466,3
"21033_2011","21033",2011,772,1092,3
"21034_2011","21034",2011,NA,9558,7
"21035_2011","21035",2011,1785,5864,7
"21036_2011","21036",2011,1067,2984,11
"21037_2011","21037",2011,964,1223,3
"21038_2011","21038",2011,1319,2103,2
"21039_2011","21039",2011,1101,2196,5
"21040_2011","21040",2011,952,2129,7
"21041_2011","21041",2011,4717,35037,11
"21042_2011","21042",2011,1042,801,6
"21043_2011","21043",2011,4587,11108,12
"21044_2011","21044",2011,3045,3878,15
"21045_2011","21045",2011,4792,12230,23
"21046_2011","21046",2011,1408,1611,3
"21047_2011","21047",2011,3476,6993,5
"21048_2011","21048",2011,2475,4570,5
"21049_2011","21049",2011,1544,862,11
"21050_2011","21050",2011,1750,4441,11
"21051_2011","21051",2011,6617,12061,16
"21052_2011","21052",2011,320,565,1
"21053_2011","21053",2011,4057,17080,22
"21054_2011","21054",2011,1960,7017,13
"21055_2011","21055",2011,877,1906,2
"21056_2011","21056",2011,262,611,3
"21057_2011","21057",2011,700,1645,4
"21058_2011","21058",2011,2340,3522,15
"21059_2011","21059",2011,1221,1072,5
"21060_2011","21060",2011,1426,1839,1
"21061_2011","21061",2011,1083,1717,2
"21062_2011","21062",2011,924,1460,5
"21063_2011","21063",2011,2468,3951,10
"21064_2011","21064",2011,1891,4049,18
"21065_2011","21065",2011,2545,4384,5
"21066_2011","21066",2011,1807,2858,14
"21067_2011","21067",2011,3142,4926,13
"21068_2011","21068",2011,561,1367,5
"21069_2011","21069",2011,3404,7638,14
"21070_2011","21070",2011,1907,2621,13
"21071_2011","21071",2011,13351,25336,23
"21072_2011","21072",2011,2046,3018,8
"21073_2011","21073",2011,1388,2715,2
"21074_2011","21074",2011,6611,20709,10
"21075_2011","21075",2011,1708,2462,10
"21076_2011","21076",2011,3760,6640,20
"21077_2011","21077",2011,1174,1040,5
"21078_2011","21078",2011,2451,2140,14
"21079_2011","21079",2011,926,1564,1
"21080_2011","21080",2011,NA,362,1
"21081_2011","21081",2011,543,1219,5
"21082_2011","21082",2011,1614,2541,8
"21083_2011","21083",2011,2900,6141,18
"21084_2011","21084",2011,906,NA,3
"21085_2011","21085",2011,13175,25844,22
"21086_2011","21086",2011,1089,2219,13
"21087_2011","21087",2011,2903,2855,7
"21088_2011","21088",2011,781,1307,7
"21089_2011","21089",2011,1980,1867,7
"21090_2011","21090",2011,420,6182,3
"21091_2011","21091",2011,837,2895,5
"21092_2011","21092",2011,1020,1510,5
"21093_2011","21093",2011,2319,2162,11
"21094_2011","21094",2011,5519,9431,18
"21095_2011","21095",2011,100,152,1
"21096_2011","21096",2011,768,681,6
"21097_2011","21097",2011,155,599,2
"21098_2011","21098",2011,1140,1861,4
"21099_2011","21099",2011,3369,4587,11
"21100_2011","21100",2011,1715,1475,12
"21101_2011","21101",2011,586,656,3
"21102_2011","21102",2011,884,3391,3
"21103_2011","21103",2011,1527,1491,2
"21104_2011","21104",2011,3219,6160,9
"21105_2011","21105",2011,1094,1495,6
"21106_2011","21106",2011,798,5459,13
"21107_2011","21107",2011,1898,2588,6
"21108_2011","21108",2011,2954,5939,6
"21109_2011","21109",2011,2804,2265,11
"21110_2011","21110",2011,6977,9543,8
"21111_2011","21111",2011,1637,4964,13
"21112_2011","21112",2011,1923,3396,5
"21113_2011","21113",2011,993,2433,3
"21114_2011","21114",2011,539784,559691,25
"21115_2011","21115",2011,5592,11068,13
"21116_2011","21116",2011,2107,3226,11
"21117_2011","21117",2011,2977,4152,3
"21118_2011","21118",2011,3890,5640,3
"21119_2011","21119",2011,95,52813,9
"21120_2011","21120",2011,372,923,2
"21121_2011","21121",2011,142,393,1
"21122_2011","21122",2011,1332,2472,3
"21123_2011","21123",2011,513,342,7
"21124_2011","21124",2011,2465,4350,2
"21125_2011","21125",2011,854,2981,3
"21126_2011","21126",2011,1037,1445,4
"21127_2011","21127",2011,784,1828,2
"21128_2011","21128",2011,1480,1922,10
"21129_2011","21129",2011,2811,4077,4
"21130_2011","21130",2011,1220,1122,3
"21131_2011","21131",2011,210,317,1
"21132_2011","21132",2011,12374,46802,16
"21133_2011","21133",2011,170,232,1
"21134_2011","21134",2011,2949,5435,6
"21135_2011","21135",2011,300,300,1
"21136_2011","21136",2011,1250,3306,2
"21137_2011","21137",2011,1815,2614,6
"21138_2011","21138",2011,2678,2889,3
"21139_2011","21139",2011,487,1500,11
"21140_2011","21140",2011,10931,42119,11
"21141_2011","21141",2011,744,1154,1
"21142_2011","21142",2011,4313,7757,8
"21143_2011","21143",2011,3319,7751,10
"21144_2011","21144",2011,2888,4772,2
"21145_2011","21145",2011,940,1659,10
"21146_2011","21146",2011,320,420,2
"21147_2011","21147",2011,92,2036,2
"21148_2011","21148",2011,732,2821,7
"21149_2011","21149",2011,3440,5152,6
"21150_2011","21150",2011,2155,1668,2
"21151_2011","21151",2011,1849,2047,2
"21152_2011","21152",2011,3034,2387,7
"21153_2011","21153",2011,2790,6029,8
"21154_2011","21154",2011,4790,22046,15
"21155_2011","21155",2011,1258,2101,2
"21156_2011","21156",2011,36427,94207,13
"21157_2011","21157",2011,3400,4271,6
"21158_2011","21158",2011,1169,1515,4
"21159_2011","21159",2011,528,1238,4
"21160_2011","21160",2011,479,857,4
"21161_2011","21161",2011,1547,5525,4
"21162_2011","21162",2011,778,754,5
"21163_2011","21163",2011,1958,3895,1
"21164_2011","21164",2011,5334,20201,15
"21165_2011","21165",2011,18,241,2
"21166_2011","21166",2011,1783,2685,8
"21167_2011","21167",2011,637,1575,8
"21168_2011","21168",2011,1076,1519,3
"21169_2011","21169",2011,3406,6182,7
"21170_2011","21170",2011,3473,4341,12
"21171_2011","21171",2011,117,1093,2
"21172_2011","21172",2011,2749,7125,19
"21173_2011","21173",2011,1020,1645,2
"21174_2011","21174",2011,12474,31088,22
"21175_2011","21175",2011,1822,3120,4
"21176_2011","21176",2011,1808,2708,3
"21177_2011","21177",2011,8172,12693,13
"21178_2011","21178",2011,1836,2855,14
"21179_2011","21179",2011,2395,6416,20
"21180_2011","21180",2011,6678,8877,14
"21181_2011","21181",2011,780,1407,1
"21182_2011","21182",2011,749,1053,1
"21183_2011","21183",2011,2345,1563,8
"21184_2011","21184",2011,636,360,5
"21185_2011","21185",2011,1869,2481,8
"21186_2011","21186",2011,2619,14230,21
"21187_2011","21187",2011,712,1027,3
"21188_2011","21188",2011,2495,4048,7
"21189_2011","21189",2011,2688,5308,8
"21190_2011","21190",2011,436,552,2
"21191_2011","21191",2011,2689,4359,4
"21192_2011","21192",2011,1172,1224,6
"21193_2011","21193",2011,935,1407,3
"21194_2011","21194",2011,2991,8425,17
"21195_2011","21195",2011,2174,4978,2
"21196_2011","21196",2011,369,787,7
"21197_2011","21197",2011,8193,18239,28
"21198_2011","21198",2011,40,361,3
"21199_2011","21199",2011,8308,8210,12
"21200_2011","21200",2011,685,754,5
"21201_2011","21201",2011,636,935,6
"21202_2011","21202",2011,1609,2596,7
"21203_2011","21203",2011,1060,1977,3
"21204_2011","21204",2011,1652,1707,10
"21205_2011","21205",2011,2796,6187,4
"21206_2011","21206",2011,685,1450,2
"21207_2011","21207",2011,3399,15044,12
"21208_2011","21208",2011,8494,20719,26
"21209_2011","21209",2011,1469,2805,4
"21210_2011","21210",2011,725,2490,3
"21211_2011","21211",2011,2704,5142,4
"21212_2011","21212",2011,3598,5073,14
"21213_2011","21213",2011,1489,1241,13
"21214_2011","21214",2011,2303,4906,1
"21215_2011","21215",2011,539,1086,1
"21216_2011","21216",2011,403,453,2
"21217_2011","21217",2011,1075,4628,3
"22001_2011","22001",2011,16097,17738,NA
"22002_2011","22002",2011,NA,6214,2
"22003_2011","22003",2011,1333,4578,2
"22004_2011","22004",2011,14554,17877,9
"22005_2011","22005",2011,13282,11797,52
"22006_2011","22006",2011,16958,48706,17
"22007_2011","22007",2011,9801,11856,14
"22008_2011","22008",2011,7247,7933,12
"22009_2011","22009",2011,5050,8174,3
"22010_2011","22010",2011,2334,6193,3
"22011_2011","22011",2011,10171,25000,41
"22012_2011","22012",2011,13589,13817,20
"22013_2011","22013",2011,1303,4598,9
"22014_2011","22014",2011,243862,288604,18
"22015_2011","22015",2011,1630,1876,7
"22016_2011","22016",2011,65076,87305,24
"22017_2011","22017",2011,17872,22119,8
"22018_2011","22018",2011,4938,6078,NA
"23001_2011","23001",2011,16309,31513,1
"23002_2011","23002",2011,16575,17588,1
"23003_2011","23003",2011,3235,7109,1
"23004_2011","23004",2011,68438,76621,4
"23005_2011","23005",2011,201550,246237,2
"23006_2011","23006",2011,10470,12006,0
"23007_2011","23007",2011,7636,7912,2
"23008_2011","23008",2011,45408,76979,2
"23009_2011","23009",2011,6464,11078,3
"23010_2011","23010",2011,8072,8385,1
"23011_2011","23011",2011,NA,NA,NA
"24001_2011","24001",2011,2471,5252,11
"24002_2011","24002",2011,1031,2499,1
"24003_2011","24003",2011,3331,8924,12
"24004_2011","24004",2011,779,1712,7
"24005_2011","24005",2011,4881,6997,2
"24006_2011","24006",2011,1176,3283,6
"24007_2011","24007",2011,4399,5829,8
"24008_2011","24008",2011,5474,8625,7
"24009_2011","24009",2011,1079,1642,9
"24010_2011","24010",2011,4553,9335,17
"24011_2011","24011",2011,10920,14312,4
"24012_2011","24012",2011,2042,4753,7
"24013_2011","24013",2011,41622,56859,24
"24014_2011","24014",2011,2088,3688,2
"24015_2011","24015",2011,4473,6517,8
"24016_2011","24016",2011,10224,12915,4
"24017_2011","24017",2011,2011,6953,4
"24018_2011","24018",2011,2530,3545,7
"24019_2011","24019",2011,856,2159,5
"24020_2011","24020",2011,24701,31890,12
"24021_2011","24021",2011,4489,14252,14
"24022_2011","24022",2011,3263,5962,9
"24023_2011","24023",2011,2979,5576,8
"24024_2011","24024",2011,18353,32088,14
"24025_2011","24025",2011,4363,9707,7
"24026_2011","24026",2011,927,1985,4
"24027_2011","24027",2011,3115,3785,2
"24028_2011","24028",2011,237107,279593,26
"24029_2011","24029",2011,2676,5065,9
"24030_2011","24030",2011,816,2319,8
"24031_2011","24031",2011,488,2594,5
"24032_2011","24032",2011,6455,11815,10
"24033_2011","24033",2011,2658,3697,10
"24034_2011","24034",2011,2862,3677,7
"24035_2011","24035",2011,86686,90266,13
"24036_2011","24036",2011,5106,8736,17
"24037_2011","24037",2011,9456,23354,25
"24038_2011","24038",2011,1742,3933,7
"24039_2011","24039",2011,2028,3309,9
"24040_2011","24040",2011,8337,11180,6
"24041_2011","24041",2011,3389,4035,3
"24042_2011","24042",2011,3304,4036,4
"24043_2011","24043",2011,1426,2810,3
"24044_2011","24044",2011,1167,2143,5
"24045_2011","24045",2011,2581,4820,5
"24046_2011","24046",2011,2165,4437,5
"24047_2011","24047",2011,1107,3096,4
"24048_2011","24048",2011,1002,1505,3
"24049_2011","24049",2011,7447,9367,9
"24050_2011","24050",2011,5122,11840,15
"24051_2011","24051",2011,3016,4714,6
"24052_2011","24052",2011,2424,4064,4
"24053_2011","24053",2011,4114,8817,7
"24054_2011","24054",2011,4261,11015,16
"24055_2011","24055",2011,3233,5398,8
"24056_2011","24056",2011,2437,4522,6
"24057_2011","24057",2011,2197,6113,5
"24058_2011","24058",2011,5308,6416,7
"25001_2011","25001",2011,123876,140968,74
"25002_2011","25002",2011,14340,15013,34
"25003_2011","25003",2011,NA,8038,NA
"25004_2011","25004",2011,NA,11178,NA
"25005_2011","25005",2011,4019,4941,8
"25006_2011","25006",2011,NA,303782,NA
"25007_2011","25007",2011,NA,9092,NA
"25008_2011","25008",2011,NA,12688,NA
"25009_2011","25009",2011,NA,17439,NA
"25010_2011","25010",2011,24339,27006,NA
"25011_2011","25011",2011,65399,93695,64
"25012_2011","25012",2011,146870,171924,8
"25013_2011","25013",2011,NA,17060,NA
"25014_2011","25014",2011,NA,16983,NA
"25015_2011","25015",2011,24329,29097,9
"25016_2011","25016",2011,7602,7545,15
"25017_2011","25017",2011,24687,18226,23
"25018_2011","25018",2011,NA,38830,36
"26001_2011","26001",2011,597,1059,2
"26002_2011","26002",2011,22695,27028,1
"26003_2011","26003",2011,3060,8189,2
"26004_2011","26004",2011,2270,3737,1
"26005_2011","26005",2011,286,447,3
"26006_2011","26006",2011,721,1373,2
"26007_2011","26007",2011,321,353,1
"26008_2011","26008",2011,484,517,1
"26009_2011","26009",2011,324,344,2
"26010_2011","26010",2011,423,491,1
"26011_2011","26011",2011,574,673,2
"26012_2011","26012",2011,1330,5450,1
"26013_2011","26013",2011,461,752,3
"26014_2011","26014",2011,695,1521,5
"26015_2011","26015",2011,460,614,4
"26016_2011","26016",2011,1785,1895,1
"26017_2011","26017",2011,19534,31203,2
"26018_2011","26018",2011,124950,150511,40
"26019_2011","26019",2011,10471,12100,12
"26020_2011","26020",2011,1224,1731,2
"26021_2011","26021",2011,180,950,6
"26022_2011","26022",2011,258,412,1
"26023_2011","26023",2011,1167,2780,4
"26024_2011","26024",2011,268,317,1
"26025_2011","26025",2011,15354,17711,2
"26026_2011","26026",2011,2479,15128,14
"26027_2011","26027",2011,1332,2863,4
"26028_2011","26028",2011,487,555,1
"26029_2011","26029",2011,38413,55752,2
"26030_2011","26030",2011,249987,282861,2
"26031_2011","26031",2011,308,553,1
"26032_2011","26032",2011,474,533,2
"26033_2011","26033",2011,9867,24051,3
"26034_2011","26034",2011,514,579,3
"26035_2011","26035",2011,2990,4408,7
"26036_2011","26036",2011,7883,10876,8
"26037_2011","26037",2011,458,612,1
"26038_2011","26038",2011,1729,2239,2
"26039_2011","26039",2011,1935,2212,1
"26040_2011","26040",2011,414,535,1
"26041_2011","26041",2011,3377,4769,7
"26042_2011","26042",2011,33137,50572,3
"26043_2011","26043",2011,46937,75925,1
"26044_2011","26044",2011,120,222,1
"26045_2011","26045",2011,458,986,4
"26046_2011","26046",2011,392,225,1
"26047_2011","26047",2011,1900,3201,7
"26048_2011","26048",2011,22123,0,1
"26049_2011","26049",2011,332,900,3
"26050_2011","26050",2011,605,846,1
"26051_2011","26051",2011,874,1806,2
"26052_2011","26052",2011,1455,2355,7
"26053_2011","26053",2011,203,246,1
"26054_2011","26054",2011,164,199,1
"26055_2011","26055",2011,56169,0,2
"26056_2011","26056",2011,167,1935,2
"26057_2011","26057",2011,648,1141,2
"26058_2011","26058",2011,3290,6046,4
"26059_2011","26059",2011,408,776,1
"26060_2011","26060",2011,292,1050,1
"26061_2011","26061",2011,91,747,1
"26062_2011","26062",2011,384,511,1
"26063_2011","26063",2011,604,678,1
"26064_2011","26064",2011,388,727,1
"26065_2011","26065",2011,180,795,1
"26066_2011","26066",2011,1445,4013,7
"26067_2011","26067",2011,607,844,2
"26068_2011","26068",2011,312,600,3
"26069_2011","26069",2011,1055,2185,1
"26070_2011","26070",2011,3777,0,1
"26071_2011","26071",2011,4412,7004,3
"26072_2011","26072",2011,2125,4020,5
"27001_2011","27001",2011,14473,18376,13
"27002_2011","27002",2011,41354,69397,26
"27003_2011","27003",2011,9059,24149,4
"27004_2011","27004",2011,151132,214776,74
"27005_2011","27005",2011,31204,55107,11
"27006_2011","27006",2011,21157,37501,8
"27007_2011","27007",2011,8820,11987,9
"27008_2011","27008",2011,19198,42233,18
"27009_2011","27009",2011,8785,11434,16
"27010_2011","27010",2011,15110,21445,7
"27011_2011","27011",2011,7162,7853,5
"27012_2011","27012",2011,38477,43902,27
"27013_2011","27013",2011,24233,31901,12
"27014_2011","27014",2011,17088,27522,9
"27015_2011","27015",2011,9868,10656,27
"27016_2011","27016",2011,12018,16530,38
"27017_2011","27017",2011,13390,19793,7
"28001_2011","28001",2011,2784,3750,1
"28002_2011","28002",2011,7180,10569,1
"28003_2011","28003",2011,86101,76721,1
"28004_2011","28004",2011,6801,3115,1
"28005_2011","28005",2011,NA,1917,1
"28006_2011","28006",2011,320,1496,1
"28007_2011","28007",2011,5718,7398,1
"28008_2011","28008",2011,393,1334,1
"28009_2011","28009",2011,NA,71175,0
"28010_2011","28010",2011,494,829,1
"28011_2011","28011",2011,835,3024,1
"28012_2011","28012",2011,17315,14162,1
"28013_2011","28013",2011,1072,5054,1
"28014_2011","28014",2011,1646,1423,1
"28015_2011","28015",2011,3977,7441,1
"28016_2011","28016",2011,4448,8747,1
"28017_2011","28017",2011,2217,4480,1
"28018_2011","28018",2011,2960,3143,1
"28019_2011","28019",2011,2291,5660,1
"28020_2011","28020",2011,272,1069,1
"28021_2011","28021",2011,39063,45445,1
"28022_2011","28022",2011,151397,171628,1
"28023_2011","28023",2011,900,64,1
"28024_2011","28024",2011,2254,3557,1
"28025_2011","28025",2011,9417,8150,1
"28026_2011","28026",2011,773,1017,1
"28027_2011","28027",2011,123975,129410,1
"28028_2011","28028",2011,750,1129,1
"28029_2011","28029",2011,2067,4469,1
"28030_2011","28030",2011,2600,5703,1
"28031_2011","28031",2011,585,683,1
"28032_2011","28032",2011,190059,237132,1
"28033_2011","28033",2011,30162,43692,1
"28034_2011","28034",2011,864,2833,1
"28035_2011","28035",2011,13869,19067,1
"28036_2011","28036",2011,28,227,1
"28037_2011","28037",2011,3036,8945,1
"28038_2011","28038",2011,154541,124303,1
"28039_2011","28039",2011,5801,7984,1
"28040_2011","28040",2011,18914,24584,1
"28041_2011","28041",2011,101248,116905,1
"28042_2011","28042",2011,509,1886,1
"28043_2011","28043",2011,4232,8427,1
"29001_2011","29001",2011,3348,2928,2
"29002_2011","29002",2011,2748,4178,6
"29003_2011","29003",2011,1845,1714,10
"29004_2011","29004",2011,5124,2696,11
"29005_2011","29005",2011,22898,26645,9
"29006_2011","29006",2011,8415,14368,12
"29007_2011","29007",2011,2450,3973,3
"29008_2011","29008",2011,NA,2812,NA
"29009_2011","29009",2011,1233,1304,5
"29010_2011","29010",2011,11818,23168,5
"29011_2011","29011",2011,1315,1212,4
"29012_2011","29012",2011,2040,2214,12
"29013_2011","29013",2011,NA,21888,NA
"29014_2011","29014",2011,3882,3879,11
"29015_2011","29015",2011,10565,10179,20
"29016_2011","29016",2011,2338,2089,1
"29017_2011","29017",2011,1114,2846,1
"29018_2011","29018",2011,4900,9459,8
"29019_2011","29019",2011,4834,6016,4
"29020_2011","29020",2011,1998,2357,3
"29021_2011","29021",2011,4317,5346,6
"29022_2011","29022",2011,NA,1383,NA
"29023_2011","29023",2011,5288,5929,13
"29024_2011","29024",2011,NA,7670,NA
"29025_2011","29025",2011,10579,13860,3
"29026_2011","29026",2011,5674,5205,8
"29027_2011","29027",2011,5125,3384,2
"29028_2011","29028",2011,5140,5613,4
"29029_2011","29029",2011,2691,2698,7
"29030_2011","29030",2011,3358,2871,8
"29031_2011","29031",2011,7889,7984,7
"29032_2011","29032",2011,2790,2778,6
"29033_2011","29033",2011,28086,34352,12
"29034_2011","29034",2011,11335,12148,34
"29035_2011","29035",2011,1263,1316,1
"29036_2011","29036",2011,5339,5943,9
"29037_2011","29037",2011,NA,1973,NA
"29038_2011","29038",2011,3108,9246,5
"29039_2011","29039",2011,3865,5160,4
"29040_2011","29040",2011,NA,2766,NA
"29041_2011","29041",2011,5128,7805,3
"29042_2011","29042",2011,3648,4215,1
"29043_2011","29043",2011,8086,9103,9
"29044_2011","29044",2011,10439,12452,3
"29045_2011","29045",2011,NA,1573,NA
"29046_2011","29046",2011,1095,1010,3
"29047_2011","29047",2011,772,771,1
"29048_2011","29048",2011,4052,3032,1
"29049_2011","29049",2011,1463,1324,1
"29050_2011","29050",2011,1307,2656,1
"29051_2011","29051",2011,NA,1058,NA
"29052_2011","29052",2011,1733,1114,2
"29053_2011","29053",2011,1735,1427,1
"29054_2011","29054",2011,1082,1195,1
"29055_2011","29055",2011,923,703,1
"29056_2011","29056",2011,2112,1454,1
"29057_2011","29057",2011,1073,421,1
"29058_2011","29058",2011,2200,2103,1
"29059_2011","29059",2011,NA,1642,2
"29060_2011","29060",2011,809,1026,1
"30001_2011","30001",2011,1872,1979,2
"30002_2011","30002",2011,746,984,1
"30003_2011","30003",2011,18810,27675,5
"30004_2011","30004",2011,11472,13388,34
"30005_2011","30005",2011,994,1791,1
"30006_2011","30006",2011,2989,3323,4
"30007_2011","30007",2011,1355,1718,1
"30008_2011","30008",2011,1394,1716,4
"30009_2011","30009",2011,7351,9658,40
"30010_2011","30010",2011,10337,14873,9
"30011_2011","30011",2011,11053,18426,6
"30012_2011","30012",2011,920,3007,1
"30013_2011","30013",2011,7469,11578,3
"30014_2011","30014",2011,7407,12423,13
"30015_2011","30015",2011,8434,11193,3
"30016_2011","30016",2011,7385,13100,3
"30017_2011","30017",2011,988,1802,6
"30018_2011","30018",2011,290,98,1
"30019_2011","30019",2011,999,934,1
"30020_2011","30020",2011,1133,1472,1
"30021_2011","30021",2011,5129,7482,2
"30022_2011","30022",2011,4045,3583,4
"30023_2011","30023",2011,9499,11899,17
"30024_2011","30024",2011,3169,3422,5
"30025_2011","30025",2011,4645,4634,9
"30026_2011","30026",2011,5853,7054,1
"30027_2011","30027",2011,2453,3473,7
"30028_2011","30028",2011,39270,52799,2
"30029_2011","30029",2011,1974,1876,3
"30030_2011","30030",2011,9714,10771,1
"30031_2011","30031",2011,3309,4269,5
"30032_2011","30032",2011,11530,14235,2
"30033_2011","30033",2011,3175,9303,5
"30034_2011","30034",2011,7719,10017,2
"30035_2011","30035",2011,2480,3050,3
"30036_2011","30036",2011,2149,2502,2
"30037_2011","30037",2011,1464,1712,3
"30038_2011","30038",2011,22466,28204,19
"30039_2011","30039",2011,86844,115837,8
"30040_2011","30040",2011,10866,10600,4
"30041_2011","30041",2011,365,367,1
"30042_2011","30042",2011,1206,1734,6
"30043_2011","30043",2011,2705,4185,1
"30044_2011","30044",2011,52420,69652,23
"30045_2011","30045",2011,14980,21522,12
"30046_2011","30046",2011,3361,3619,3
"30047_2011","30047",2011,9583,9802,19
"30048_2011","30048",2011,21981,21131,17
"30049_2011","30049",2011,4219,5693,8
"30050_2011","30050",2011,985,3722,4
"30051_2011","30051",2011,3635,5539,2
"30052_2011","30052",2011,2763,2988,8
"30053_2011","30053",2011,5006,9269,19
"30054_2011","30054",2011,2748,3645,1
"30055_2011","30055",2011,1695,2599,3
"30056_2011","30056",2011,623,1696,1
"30057_2011","30057",2011,2076,3135,6
"30058_2011","30058",2011,9263,14782,8
"30059_2011","30059",2011,2809,4741,2
"30060_2011","30060",2011,2750,2751,5
"30061_2011","30061",2011,8395,19996,3
"30062_2011","30062",2011,3558,3946,6
"30063_2011","30063",2011,3164,3817,6
"30064_2011","30064",2011,493,731,3
"30065_2011","30065",2011,16370,28803,33
"30066_2011","30066",2011,2909,7408,2
"30067_2011","30067",2011,1813,2589,2
"30068_2011","30068",2011,14877,20381,14
"30069_2011","30069",2011,4868,8914,4
"30070_2011","30070",2011,1229,4170,2
"30071_2011","30071",2011,12885,15525,2
"30072_2011","30072",2011,3886,5119,1
"30073_2011","30073",2011,7949,11834,3
"30074_2011","30074",2011,1508,659,2
"30075_2011","30075",2011,1862,4187,1
"30076_2011","30076",2011,1177,3142,3
"30077_2011","30077",2011,9679,13209,3
"30078_2011","30078",2011,2308,3157,1
"30079_2011","30079",2011,2379,2152,4
"30080_2011","30080",2011,3496,4646,9
"30081_2011","30081",2011,4316,1677,3
"30082_2011","30082",2011,1991,4919,3
"30083_2011","30083",2011,6227,9903,23
"30084_2011","30084",2011,906,1863,1
"30085_2011","30085",2011,15774,15215,25
